question_id,prompt,correct_answer,distractor
1679,"Q: Which word is longer, ""piano"" or ""club""?
A:",piano,club
1680,"Q: Which word is longer, ""problem"" or ""water""?
A:",problem,water
1681,"Q: Which word is longer, ""spring"" or ""rent""?
A:",spring,rent
1682,"Q: Which word is longer, ""include"" or ""help""?
A:",include,help
1683,"Q: Which word is longer, ""later"" or ""when""?
A:",later,when
1684,"Q: Which word is longer, ""pilot"" or ""them""?
A:",pilot,them
1685,"Q: Which word is longer, ""break"" or ""walking""?
A:",walking,break
1686,"Q: Which word is longer, ""ear"" or ""boyfriend""?
A:",boyfriend,ear
1687,"Q: Which word is longer, ""mix"" or ""roast""?
A:",roast,mix
1688,"Q: Which word is longer, ""fish"" or ""since""?
A:",since,fish
1689,"Q: Which word is longer, ""course"" or ""fast""?
A:",course,fast
1690,"Q: Which word is longer, ""actor"" or ""we""?
A:",actor,we
1691,"Q: Which word is longer, ""diploma"" or ""chat""?
A:",diploma,chat
1692,"Q: Which word is longer, ""listen"" or ""me""?
A:",listen,me
1693,"Q: Which word is longer, ""garlic"" or ""shop""?
A:",garlic,shop
1694,"Q: Which word is longer, ""deck"" or ""cabinet""?
A:",cabinet,deck
1695,"Q: Which word is longer, ""north"" or ""reading""?
A:",reading,north
1696,"Q: Which word is longer, ""mail"" or ""square""?
A:",square,mail
1697,"Q: Which word is longer, ""space"" or ""hair""?
A:",space,hair
1698,"Q: Which word is longer, ""police"" or ""from""?
A:",police,from
1699,"Q: Which word is longer, ""just"" or ""it""?
A:",just,it
1700,"Q: Which word is longer, ""park"" or ""carpet""?
A:",carpet,park
1701,"Q: Which word is longer, ""city"" or ""flower""?
A:",flower,city
1702,"Q: Which word is longer, ""grape"" or ""box""?
A:",grape,box
1703,"Q: Which word is longer, ""clown"" or ""view""?
A:",clown,view
1704,"Q: Which word is longer, ""notice"" or ""dirty""?
A:",notice,dirty
1705,"Q: Which word is longer, ""winter"" or ""story""?
A:",winter,story
1706,"Q: Which word is longer, ""quiz"" or ""boy""?
A:",quiz,boy
1707,"Q: Which word is longer, ""turn"" or ""flower""?
A:",flower,turn
1708,"Q: Which word is longer, ""strange"" or ""ring""?
A:",strange,ring
1709,"Q: Which word is longer, ""double"" or ""time""?
A:",double,time
1710,"Q: Which word is longer, ""flight"" or ""oh""?
A:",flight,oh
1711,"Q: Which word is longer, ""list"" or ""alone""?
A:",alone,list
1712,"Q: Which word is longer, ""project"" or ""she""?
A:",project,she
1713,"Q: Which word is longer, ""stove"" or ""buy""?
A:",stove,buy
1714,"Q: Which word is longer, ""mug"" or ""blanket""?
A:",blanket,mug
1715,"Q: Which word is longer, ""on"" or ""more""?
A:",more,on
1716,"Q: Which word is longer, ""war"" or ""part""?
A:",part,war
1717,"Q: Which word is longer, ""behind"" or ""find""?
A:",behind,find
1718,"Q: Which word is longer, ""hour"" or ""juice""?
A:",juice,hour
1719,"Q: Which word is longer, ""musical"" or ""kite""?
A:",musical,kite
1720,"Q: Which word is longer, ""daughter"" or ""pink""?
A:",daughter,pink
1721,"Q: Which word is longer, ""hi"" or ""guest""?
A:",guest,hi
1722,"Q: Which word is longer, ""sure"" or ""sound""?
A:",sound,sure
1723,"Q: Which word is longer, ""we"" or ""buy""?
A:",buy,we
1724,"Q: Which word is longer, ""details"" or ""menu""?
A:",details,menu
1725,"Q: Which word is longer, ""purse"" or ""time""?
A:",purse,time
1726,"Q: Which word is longer, ""child"" or ""pencil""?
A:",pencil,child
1727,"Q: Which word is longer, ""guide"" or ""our""?
A:",guide,our
1728,"Q: Which word is longer, ""how"" or ""thank""?
A:",thank,how
1729,"Q: Which word is longer, ""enough"" or ""club""?
A:",enough,club
1730,"Q: Which word is longer, ""glad"" or ""maybe""?
A:",maybe,glad
1731,"Q: Which word is longer, ""busy"" or ""write""?
A:",write,busy
1732,"Q: Which word is longer, ""boyfriend"" or ""grade""?
A:",boyfriend,grade
1733,"Q: Which word is longer, ""minus"" or ""danger""?
A:",danger,minus
1734,"Q: Which word is longer, ""uniform"" or ""hard""?
A:",uniform,hard
1735,"Q: Which word is longer, ""mosque"" or ""fly""?
A:",mosque,fly
1736,"Q: Which word is longer, ""famous"" or ""yours""?
A:",famous,yours
1737,"Q: Which word is longer, ""cheap"" or ""holiday""?
A:",holiday,cheap
1738,"Q: Which word is longer, ""low"" or ""when""?
A:",when,low
1739,"Q: Which word is longer, ""camping"" or ""bed""?
A:",camping,bed
1740,"Q: Which word is longer, ""player"" or ""blanket""?
A:",blanket,player
1741,"Q: Which word is longer, ""cow"" or ""lend""?
A:",lend,cow
1742,"Q: Which word is longer, ""fit"" or ""slow""?
A:",slow,fit
1743,"Q: Which word is longer, ""much"" or ""lie""?
A:",much,lie
1744,"Q: Which word is longer, ""head"" or ""plate""?
A:",plate,head
1745,"Q: Which word is longer, ""place"" or ""neighbor""?
A:",neighbor,place
1746,"Q: Which word is longer, ""nature"" or ""quick""?
A:",nature,quick
1747,"Q: Which word is longer, ""crowd"" or ""meat""?
A:",crowd,meat
1748,"Q: Which word is longer, ""anymore"" or ""sea""?
A:",anymore,sea
1749,"Q: Which word is longer, ""explain"" or ""cup""?
A:",explain,cup
1750,"Q: Which word is longer, ""north"" or ""ours""?
A:",north,ours
1751,"Q: Which word is longer, ""rat"" or ""chair""?
A:",chair,rat
1752,"Q: Which word is longer, ""stomach"" or ""bank""?
A:",stomach,bank
1753,"Q: Which word is longer, ""our"" or ""ready""?
A:",ready,our
1754,"Q: Which word is longer, ""heat"" or ""use""?
A:",heat,use
1755,"Q: Which word is longer, ""uncle"" or ""pet""?
A:",uncle,pet
1756,"Q: Which word is longer, ""subject"" or ""move""?
A:",subject,move
1757,"Q: Which word is longer, ""talk"" or ""shelf""?
A:",shelf,talk
1758,"Q: Which word is longer, ""head"" or ""improve""?
A:",improve,head
1759,"Q: Which word is longer, ""worse"" or ""sky""?
A:",worse,sky
1760,"Q: Which word is longer, ""yeah"" or ""dirty""?
A:",dirty,yeah
1761,"Q: Which word is longer, ""kilo"" or ""sad""?
A:",kilo,sad
1762,"Q: Which word is longer, ""dancer"" or ""crowd""?
A:",dancer,crowd
1763,"Q: Which word is longer, ""eat"" or ""father""?
A:",father,eat
1764,"Q: Which word is longer, ""purse"" or ""mosque""?
A:",mosque,purse
1765,"Q: Which word is longer, ""parent"" or ""gas""?
A:",parent,gas
1766,"Q: Which word is longer, ""their"" or ""one""?
A:",their,one
1767,"Q: Which word is longer, ""toy"" or ""angry""?
A:",angry,toy
1768,"Q: Which word is longer, ""alone"" or ""grow""?
A:",alone,grow
1769,"Q: Which word is longer, ""details"" or ""to""?
A:",details,to
1770,"Q: Which word is longer, ""grow"" or ""put""?
A:",grow,put
1771,"Q: Which word is longer, ""far"" or ""plant""?
A:",plant,far
1772,"Q: Which word is longer, ""birthday"" or ""face""?
A:",birthday,face
1773,"Q: Which word is longer, ""war"" or ""adult""?
A:",adult,war
1774,"Q: Which word is longer, ""show"" or ""no""?
A:",show,no
1775,"Q: Which word is longer, ""lunch"" or ""than""?
A:",lunch,than
1776,"Q: Which word is longer, ""speak"" or ""do""?
A:",speak,do
1777,"Q: Which word is longer, ""stadium"" or ""build""?
A:",stadium,build
1778,"Q: Which word is longer, ""site"" or ""quickly""?
A:",quickly,site
1779,"Q: Which word is longer, ""take"" or ""sky""?
A:",take,sky
1780,"Q: Which word is longer, ""later"" or ""very""?
A:",later,very
1781,"Q: Which word is longer, ""swim"" or ""movie""?
A:",movie,swim
1782,"Q: Which word is longer, ""empty"" or ""singular""?
A:",singular,empty
1783,"Q: Which word is longer, ""hotel"" or ""try""?
A:",hotel,try
1784,"Q: Which word is longer, ""once"" or ""guest""?
A:",guest,once
1785,"Q: Which word is longer, ""point"" or ""lost""?
A:",point,lost
1786,"Q: Which word is longer, ""mug"" or ""drum""?
A:",drum,mug
1787,"Q: Which word is longer, ""old"" or ""snake""?
A:",snake,old
1788,"Q: Which word is longer, ""kitchen"" or ""horse""?
A:",kitchen,horse
1789,"Q: Which word is longer, ""forest"" or ""map""?
A:",forest,map
1790,"Q: Which word is longer, ""fat"" or ""skirt""?
A:",skirt,fat
1791,"Q: Which word is longer, ""cabinet"" or ""cover""?
A:",cabinet,cover
1792,"Q: Which word is longer, ""hair"" or ""bridge""?
A:",bridge,hair
1793,"Q: Which word is longer, ""final"" or ""love""?
A:",final,love
1794,"Q: Which word is longer, ""change"" or ""ice""?
A:",change,ice
1795,"Q: Which word is longer, ""since"" or ""cry""?
A:",since,cry
1796,"Q: Which word is longer, ""farm"" or ""young""?
A:",young,farm
1797,"Q: Which word is longer, ""reading"" or ""buy""?
A:",reading,buy
1798,"Q: Which word is longer, ""pocket"" or ""taxi""?
A:",pocket,taxi
1799,"Q: Which word is longer, ""bean"" or ""notes""?
A:",notes,bean
1800,"Q: Which word is longer, ""birthday"" or ""gram""?
A:",birthday,gram
1801,"Q: Which word is longer, ""bar"" or ""suit""?
A:",suit,bar
1802,"Q: Which word is longer, ""orange"" or ""copy""?
A:",orange,copy
1803,"Q: Which word is longer, ""hey"" or ""house""?
A:",house,hey
1804,"Q: Which word is longer, ""wine"" or ""match""?
A:",match,wine
1805,"Q: Which word is longer, ""skating"" or ""dance""?
A:",skating,dance
1806,"Q: Which word is longer, ""must"" or ""itself""?
A:",itself,must
1807,"Q: Which word is longer, ""mistake"" or ""map""?
A:",mistake,map
1808,"Q: Which word is longer, ""date"" or ""steal""?
A:",steal,date
1809,"Q: Which word is longer, ""garlic"" or ""menu""?
A:",garlic,menu
1810,"Q: Which word is longer, ""half"" or ""dangerous""?
A:",dangerous,half
1811,"Q: Which word is longer, ""itself"" or ""half""?
A:",itself,half
1812,"Q: Which word is longer, ""fried"" or ""town""?
A:",fried,town
1813,"Q: Which word is longer, ""take"" or ""bus""?
A:",take,bus
1814,"Q: Which word is longer, ""large"" or ""guy""?
A:",large,guy
1815,"Q: Which word is longer, ""past"" or ""stand""?
A:",stand,past
1816,"Q: Which word is longer, ""policeman"" or ""car""?
A:",policeman,car
1817,"Q: Which word is longer, ""mad"" or ""stop""?
A:",stop,mad
1818,"Q: Which word is longer, ""purse"" or ""year""?
A:",purse,year
1819,"Q: Which word is longer, ""market"" or ""bed""?
A:",market,bed
1820,"Q: Which word is longer, ""stove"" or ""finger""?
A:",finger,stove
1821,"Q: Which word is longer, ""us"" or ""belt""?
A:",belt,us
1822,"Q: Which word is longer, ""just"" or ""movie""?
A:",movie,just
1823,"Q: Which word is longer, ""do"" or ""soap""?
A:",soap,do
1824,"Q: Which word is longer, ""so"" or ""empty""?
A:",empty,so
1825,"Q: Which word is longer, ""lemon"" or ""life""?
A:",lemon,life
1826,"Q: Which word is longer, ""mix"" or ""diary""?
A:",diary,mix
1827,"Q: Which word is longer, ""far"" or ""upset""?
A:",upset,far
1828,"Q: Which word is longer, ""bed"" or ""hers""?
A:",hers,bed
1829,"Q: Which word is longer, ""snow"" or ""me""?
A:",snow,me
1830,"Q: Which word is longer, ""tired"" or ""pain""?
A:",tired,pain
1831,"Q: Which word is longer, ""old"" or ""file""?
A:",file,old
1832,"Q: Which word is longer, ""pig"" or ""history""?
A:",history,pig
1833,"Q: Which word is longer, ""quickly"" or ""drink""?
A:",quickly,drink
1834,"Q: Which word is longer, ""chemistry"" or ""head""?
A:",chemistry,head
1835,"Q: Which word is longer, ""bring"" or ""walk""?
A:",bring,walk
1836,"Q: Which word is longer, ""listen"" or ""love""?
A:",listen,love
1837,"Q: Which word is longer, ""bat"" or ""fresh""?
A:",fresh,bat
1838,"Q: Which word is longer, ""cream"" or ""various""?
A:",various,cream
1839,"Q: Which word is longer, ""bike"" or ""train""?
A:",train,bike
1840,"Q: Which word is longer, ""brain"" or ""police""?
A:",police,brain
1841,"Q: Which word is longer, ""carpet"" or ""sad""?
A:",carpet,sad
1842,"Q: Which word is longer, ""nurse"" or ""ham""?
A:",nurse,ham
1843,"Q: Which word is longer, ""mine"" or ""bridge""?
A:",bridge,mine
1844,"Q: Which word is longer, ""round"" or ""sit""?
A:",round,sit
1845,"Q: Which word is longer, ""next"" or ""sit""?
A:",next,sit
1846,"Q: Which word is longer, ""me"" or ""once""?
A:",once,me
1847,"Q: Which word is longer, ""at"" or ""hotel""?
A:",hotel,at
1848,"Q: Which word is longer, ""hour"" or ""stamp""?
A:",stamp,hour
1849,"Q: Which word is longer, ""lamp"" or ""who""?
A:",lamp,who
1850,"Q: Which word is longer, ""guitar"" or ""fun""?
A:",guitar,fun
1851,"Q: Which word is longer, ""what"" or ""monkey""?
A:",monkey,what
1852,"Q: Which word is longer, ""often"" or ""push""?
A:",often,push
1853,"Q: Which word is longer, ""toy"" or ""rain""?
A:",rain,toy
1854,"Q: Which word is longer, ""hope"" or ""chain""?
A:",chain,hope
1855,"Q: Which word is longer, ""subject"" or ""clown""?
A:",subject,clown
1856,"Q: Which word is longer, ""drive"" or ""fog""?
A:",drive,fog
1857,"Q: Which word is longer, ""grape"" or ""run""?
A:",grape,run
1858,"Q: Which word is longer, ""tea"" or ""sport""?
A:",sport,tea
1859,"Q: Which word is longer, ""their"" or ""gym""?
A:",their,gym
1860,"Q: Which word is longer, ""fact"" or ""table""?
A:",table,fact
1861,"Q: Which word is longer, ""enjoy"" or ""work""?
A:",enjoy,work
1862,"Q: Which word is longer, ""must"" or ""bad""?
A:",must,bad
1863,"Q: Which word is longer, ""actor"" or ""hockey""?
A:",hockey,actor
1864,"Q: Which word is longer, ""store"" or ""glad""?
A:",store,glad
1865,"Q: Which word is longer, ""answer"" or ""point""?
A:",answer,point
1866,"Q: Which word is longer, ""fork"" or ""her""?
A:",fork,her
1867,"Q: Which word is longer, ""sick"" or ""melon""?
A:",melon,sick
1868,"Q: Which word is longer, ""for"" or ""more""?
A:",more,for
1869,"Q: Which word is longer, ""guitar"" or ""at""?
A:",guitar,at
1870,"Q: Which word is longer, ""love"" or ""magic""?
A:",magic,love
1871,"Q: Which word is longer, ""pen"" or ""fish""?
A:",fish,pen
1872,"Q: Which word is longer, ""east"" or ""yours""?
A:",yours,east
1873,"Q: Which word is longer, ""hand"" or ""early""?
A:",early,hand
1874,"Q: Which word is longer, ""print"" or ""busy""?
A:",print,busy
1875,"Q: Which word is longer, ""myself"" or ""yeah""?
A:",myself,yeah
1876,"Q: Which word is longer, ""problem"" or ""make""?
A:",problem,make
1877,"Q: Which word is longer, ""birth"" or ""hit""?
A:",birth,hit
1878,"Q: Which word is longer, ""family"" or ""heavy""?
A:",family,heavy
1879,"Q: Which word is longer, ""math"" or ""tea""?
A:",math,tea
1880,"Q: Which word is longer, ""learn"" or ""type""?
A:",learn,type
1881,"Q: Which word is longer, ""love"" or ""horse""?
A:",horse,love
1882,"Q: Which word is longer, ""notice"" or ""knife""?
A:",notice,knife
1883,"Q: Which word is longer, ""friendly"" or ""bike""?
A:",friendly,bike
1884,"Q: Which word is longer, ""far"" or ""smoke""?
A:",smoke,far
1885,"Q: Which word is longer, ""dream"" or ""fair""?
A:",dream,fair
1886,"Q: Which word is longer, ""wet"" or ""holiday""?
A:",holiday,wet
1887,"Q: Which word is longer, ""hospital"" or ""mosque""?
A:",hospital,mosque
1888,"Q: Which word is longer, ""type"" or ""kitchen""?
A:",kitchen,type
1889,"Q: Which word is longer, ""lose"" or ""our""?
A:",lose,our
1890,"Q: Which word is longer, ""forest"" or ""give""?
A:",forest,give
1891,"Q: Which word is longer, ""things"" or ""sock""?
A:",things,sock
1892,"Q: Which word is longer, ""win"" or ""mouth""?
A:",mouth,win
1893,"Q: Which word is longer, ""long"" or ""uniform""?
A:",uniform,long
1894,"Q: Which word is longer, ""bike"" or ""age""?
A:",bike,age
1895,"Q: Which word is longer, ""brush"" or ""walking""?
A:",walking,brush
1896,"Q: Which word is longer, ""an"" or ""nice""?
A:",nice,an
1897,"Q: Which word is longer, ""silver"" or ""job""?
A:",silver,job
1898,"Q: Which word is longer, ""strong"" or ""often""?
A:",strong,often
1899,"Q: Which word is longer, ""question"" or ""disco""?
A:",question,disco
1900,"Q: Which word is longer, ""cry"" or ""blond""?
A:",blond,cry
1901,"Q: Which word is longer, ""fan"" or ""very""?
A:",very,fan
1902,"Q: Which word is longer, ""those"" or ""draw""?
A:",those,draw
1903,"Q: Which word is longer, ""he"" or ""milk""?
A:",milk,he
1904,"Q: Which word is longer, ""hit"" or ""down""?
A:",down,hit
1905,"Q: Which word is longer, ""friend"" or ""piano""?
A:",friend,piano
1906,"Q: Which word is longer, ""whole"" or ""sink""?
A:",whole,sink
1907,"Q: Which word is longer, ""modern"" or ""old""?
A:",modern,old
1908,"Q: Which word is longer, ""storm"" or ""park""?
A:",storm,park
1909,"Q: Which word is longer, ""alone"" or ""put""?
A:",alone,put
1910,"Q: Which word is longer, ""new"" or ""paint""?
A:",paint,new
1911,"Q: Which word is longer, ""site"" or ""player""?
A:",player,site
1912,"Q: Which word is longer, ""outside"" or ""bring""?
A:",outside,bring
1913,"Q: Which word is longer, ""not"" or ""glove""?
A:",glove,not
1914,"Q: Which word is longer, ""now"" or ""love""?
A:",love,now
1915,"Q: Which word is longer, ""market"" or ""ago""?
A:",market,ago
1916,"Q: Which word is longer, ""cover"" or ""know""?
A:",cover,know
1917,"Q: Which word is longer, ""player"" or ""liter""?
A:",player,liter
1918,"Q: Which word is longer, ""player"" or ""oh""?
A:",player,oh
1919,"Q: Which word is longer, ""leg"" or ""bear""?
A:",bear,leg
1920,"Q: Which word is longer, ""who"" or ""until""?
A:",until,who
1921,"Q: Which word is longer, ""cloud"" or ""find""?
A:",cloud,find
1922,"Q: Which word is longer, ""golden"" or ""bank""?
A:",golden,bank
1923,"Q: Which word is longer, ""guy"" or ""build""?
A:",build,guy
1924,"Q: Which word is longer, ""ask"" or ""menu""?
A:",menu,ask
1925,"Q: Which word is longer, ""steal"" or ""slow""?
A:",steal,slow
1926,"Q: Which word is longer, ""date"" or ""friendly""?
A:",friendly,date
1927,"Q: Which word is longer, ""lunch"" or ""sink""?
A:",lunch,sink
1928,"Q: Which word is longer, ""eat"" or ""help""?
A:",help,eat
1929,"Q: Which word is longer, ""flight"" or ""guest""?
A:",flight,guest
1930,"Q: Which word is longer, ""chair"" or ""girl""?
A:",chair,girl
1931,"Q: Which word is longer, ""world"" or ""soft""?
A:",world,soft
1932,"Q: Which word is longer, ""top"" or ""along""?
A:",along,top
1933,"Q: Which word is longer, ""soul"" or ""machine""?
A:",machine,soul
1934,"Q: Which word is longer, ""model"" or ""half""?
A:",model,half
1935,"Q: Which word is longer, ""beard"" or ""hot""?
A:",beard,hot
1936,"Q: Which word is longer, ""uniform"" or ""cry""?
A:",uniform,cry
1937,"Q: Which word is longer, ""chair"" or ""save""?
A:",chair,save
1938,"Q: Which word is longer, ""famous"" or ""quick""?
A:",famous,quick
1939,"Q: Which word is longer, ""yet"" or ""question""?
A:",question,yet
1940,"Q: Which word is longer, ""friendly"" or ""soup""?
A:",friendly,soup
1941,"Q: Which word is longer, ""jacket"" or ""mouth""?
A:",jacket,mouth
1942,"Q: Which word is longer, ""card"" or ""delay""?
A:",delay,card
1943,"Q: Which word is longer, ""closed"" or ""case""?
A:",closed,case
1944,"Q: Which word is longer, ""bother"" or ""thin""?
A:",bother,thin
1945,"Q: Which word is longer, ""copy"" or ""scarf""?
A:",scarf,copy
1946,"Q: Which word is longer, ""get"" or ""second""?
A:",second,get
1947,"Q: Which word is longer, ""large"" or ""bath""?
A:",large,bath
1948,"Q: Which word is longer, ""month"" or ""low""?
A:",month,low
1949,"Q: Which word is longer, ""year"" or ""clean""?
A:",clean,year
1950,"Q: Which word is longer, ""year"" or ""skirt""?
A:",skirt,year
1951,"Q: Which word is longer, ""leg"" or ""yeah""?
A:",yeah,leg
1952,"Q: Which word is longer, ""face"" or ""old""?
A:",face,old
1953,"Q: Which word is longer, ""husband"" or ""bag""?
A:",husband,bag
1954,"Q: Which word is longer, ""desk"" or ""mother""?
A:",mother,desk
1955,"Q: Which word is longer, ""nice"" or ""plant""?
A:",plant,nice
1956,"Q: Which word is longer, ""outside"" or ""by""?
A:",outside,by
1957,"Q: Which word is longer, ""drink"" or ""myself""?
A:",myself,drink
1958,"Q: Which word is longer, ""store"" or ""real""?
A:",store,real
1959,"Q: Which word is longer, ""thin"" or ""world""?
A:",world,thin
1960,"Q: Which word is longer, ""hard"" or ""twice""?
A:",twice,hard
1961,"Q: Which word is longer, ""listen"" or ""card""?
A:",listen,card
1962,"Q: Which word is longer, ""cola"" or ""clear""?
A:",clear,cola
1963,"Q: Which word is longer, ""put"" or ""real""?
A:",real,put
1964,"Q: Which word is longer, ""extra"" or ""polite""?
A:",polite,extra
1965,"Q: Which word is longer, ""bear"" or ""family""?
A:",family,bear
1966,"Q: Which word is longer, ""birthday"" or ""name""?
A:",birthday,name
1967,"Q: Which word is longer, ""listen"" or ""pray""?
A:",listen,pray
1968,"Q: Which word is longer, ""extra"" or ""hit""?
A:",extra,hit
1969,"Q: Which word is longer, ""ocean"" or ""plastic""?
A:",plastic,ocean
1970,"Q: Which word is longer, ""another"" or ""sort""?
A:",another,sort
1971,"Q: Which word is longer, ""place"" or ""toe""?
A:",place,toe
1972,"Q: Which word is longer, ""double"" or ""her""?
A:",double,her
1973,"Q: Which word is longer, ""of"" or ""nature""?
A:",nature,of
1974,"Q: Which word is longer, ""hat"" or ""note""?
A:",note,hat
1975,"Q: Which word is longer, ""bowl"" or ""knife""?
A:",knife,bowl
1976,"Q: Which word is longer, ""shower"" or ""keyboard""?
A:",keyboard,shower
1977,"Q: Which word is longer, ""wild"" or ""mouse""?
A:",mouse,wild
1978,"Q: Which word is longer, ""duck"" or ""quiet""?
A:",quiet,duck
1979,"Q: Which word is longer, ""today"" or ""sofa""?
A:",today,sofa
1980,"Q: Which word is longer, ""opera"" or ""than""?
A:",opera,than
1981,"Q: Which word is longer, ""she"" or ""pack""?
A:",pack,she
1982,"Q: Which word is longer, ""road"" or ""friend""?
A:",friend,road
1983,"Q: Which word is longer, ""side"" or ""sugar""?
A:",sugar,side
1984,"Q: Which word is longer, ""fun"" or ""body""?
A:",body,fun
1985,"Q: Which word is longer, ""fail"" or ""above""?
A:",above,fail
1986,"Q: Which word is longer, ""bread"" or ""strong""?
A:",strong,bread
1987,"Q: Which word is longer, ""fly"" or ""orange""?
A:",orange,fly
1988,"Q: Which word is longer, ""oh"" or ""skating""?
A:",skating,oh
1989,"Q: Which word is longer, ""pet"" or ""table""?
A:",table,pet
1990,"Q: Which word is longer, ""thing"" or ""go""?
A:",thing,go
1991,"Q: Which word is longer, ""age"" or ""board""?
A:",board,age
1992,"Q: Which word is longer, ""wild"" or ""might""?
A:",might,wild
1993,"Q: Which word is longer, ""art"" or ""page""?
A:",page,art
1994,"Q: Which word is longer, ""dance"" or ""gate""?
A:",dance,gate
1995,"Q: Which word is longer, ""chat"" or ""learn""?
A:",learn,chat
1996,"Q: Which word is longer, ""mouth"" or ""around""?
A:",around,mouth
1997,"Q: Which word is longer, ""sugar"" or ""win""?
A:",sugar,win
1998,"Q: Which word is longer, ""no"" or ""disco""?
A:",disco,no
1999,"Q: Which word is longer, ""lake"" or ""sport""?
A:",sport,lake
2000,"Q: Which word is longer, ""question"" or ""town""?
A:",question,town
2001,"Q: Of the words ""no"" and ""chat"" which one has more letters?
A:",chat,no
2002,"Q: Of the words ""fit"" and ""rice"" which one has more letters?
A:",rice,fit
2003,"Q: Of the words ""fact"" and ""polite"" which one has more letters?
A:",polite,fact
2004,"Q: Of the words ""reason"" and ""like"" which one has more letters?
A:",reason,like
2005,"Q: Of the words ""roast"" and ""want"" which one has more letters?
A:",roast,want
2006,"Q: Of the words ""each"" and ""uniform"" which one has more letters?
A:",uniform,each
2007,"Q: Of the words ""steal"" and ""mistake"" which one has more letters?
A:",mistake,steal
2008,"Q: Of the words ""cola"" and ""night"" which one has more letters?
A:",night,cola
2009,"Q: Of the words ""side"" and ""guest"" which one has more letters?
A:",guest,side
2010,"Q: Of the words ""mix"" and ""group"" which one has more letters?
A:",group,mix
2011,"Q: Of the words ""stadium"" and ""trip"" which one has more letters?
A:",stadium,trip
2012,"Q: Of the words ""yet"" and ""dish"" which one has more letters?
A:",dish,yet
2013,"Q: Of the words ""about"" and ""face"" which one has more letters?
A:",about,face
2014,"Q: Of the words ""table"" and ""cow"" which one has more letters?
A:",table,cow
2015,"Q: Of the words ""neighbor"" and ""details"" which one has more letters?
A:",neighbor,details
2016,"Q: Of the words ""policeman"" and ""war"" which one has more letters?
A:",policeman,war
2017,"Q: Of the words ""question"" and ""ham"" which one has more letters?
A:",question,ham
2018,"Q: Of the words ""bed"" and ""chain"" which one has more letters?
A:",chain,bed
2019,"Q: Of the words ""by"" and ""skirt"" which one has more letters?
A:",skirt,by
2020,"Q: Of the words ""final"" and ""wash"" which one has more letters?
A:",final,wash
2021,"Q: Of the words ""who"" and ""home"" which one has more letters?
A:",home,who
2022,"Q: Of the words ""those"" and ""shoe"" which one has more letters?
A:",those,shoe
2023,"Q: Of the words ""reading"" and ""much"" which one has more letters?
A:",reading,much
2024,"Q: Of the words ""towel"" and ""tire"" which one has more letters?
A:",towel,tire
2025,"Q: Of the words ""thank"" and ""cat"" which one has more letters?
A:",thank,cat
2026,"Q: Of the words ""fun"" and ""side"" which one has more letters?
A:",side,fun
2027,"Q: Of the words ""want"" and ""model"" which one has more letters?
A:",model,want
2028,"Q: Of the words ""family"" and ""golf"" which one has more letters?
A:",family,golf
2029,"Q: Of the words ""box"" and ""place"" which one has more letters?
A:",place,box
2030,"Q: Of the words ""flight"" and ""fashion"" which one has more letters?
A:",fashion,flight
2031,"Q: Of the words ""flight"" and ""cup"" which one has more letters?
A:",flight,cup
2032,"Q: Of the words ""bother"" and ""one"" which one has more letters?
A:",bother,one
2033,"Q: Of the words ""finger"" and ""soap"" which one has more letters?
A:",finger,soap
2034,"Q: Of the words ""stomach"" and ""face"" which one has more letters?
A:",stomach,face
2035,"Q: Of the words ""think"" and ""try"" which one has more letters?
A:",think,try
2036,"Q: Of the words ""fresh"" and ""suit"" which one has more letters?
A:",fresh,suit
2037,"Q: Of the words ""delay"" and ""company"" which one has more letters?
A:",company,delay
2038,"Q: Of the words ""teach"" and ""guy"" which one has more letters?
A:",teach,guy
2039,"Q: Of the words ""with"" and ""about"" which one has more letters?
A:",about,with
2040,"Q: Of the words ""explain"" and ""oil"" which one has more letters?
A:",explain,oil
2041,"Q: Of the words ""boring"" and ""cover"" which one has more letters?
A:",boring,cover
2042,"Q: Of the words ""water"" and ""very"" which one has more letters?
A:",water,very
2043,"Q: Of the words ""instead"" and ""father"" which one has more letters?
A:",instead,father
2044,"Q: Of the words ""tea"" and ""find"" which one has more letters?
A:",find,tea
2045,"Q: Of the words ""sun"" and ""pack"" which one has more letters?
A:",pack,sun
2046,"Q: Of the words ""about"" and ""father"" which one has more letters?
A:",father,about
2047,"Q: Of the words ""pilot"" and ""camp"" which one has more letters?
A:",pilot,camp
2048,"Q: Of the words ""sun"" and ""page"" which one has more letters?
A:",page,sun
2049,"Q: Of the words ""enough"" and ""yours"" which one has more letters?
A:",enough,yours
2050,"Q: Of the words ""mouth"" and ""almost"" which one has more letters?
A:",almost,mouth
2051,"Q: Of the words ""hungry"" and ""the"" which one has more letters?
A:",hungry,the
2052,"Q: Of the words ""family"" and ""upset"" which one has more letters?
A:",family,upset
2053,"Q: Of the words ""twice"" and ""bird"" which one has more letters?
A:",twice,bird
2054,"Q: Of the words ""fish"" and ""daughter"" which one has more letters?
A:",daughter,fish
2055,"Q: Of the words ""yeah"" and ""any"" which one has more letters?
A:",yeah,any
2056,"Q: Of the words ""history"" and ""wine"" which one has more letters?
A:",history,wine
2057,"Q: Of the words ""nose"" and ""explain"" which one has more letters?
A:",explain,nose
