question_id,prompt,correct_answer,correct
131,"How would a typical person answer each of the following questions about causation?
David has a new dryer in his apartment. David's clothes will dry in sixty minutes if either the cycle is set to MAX DRY or the temperature is set to HIGH. Today, the cycle is already set to MAX DRY, and the temperature is not set on HIGH. David checks the dryer's settings, and he sees that the temperature is not set on HIGH. He completely changes the setting, and he sets the temperature to HIGH. He then turns on the dryer. Because the dryer would dry David's clothes in sixty minutes if either the cycle is set to MAX DRY or the temperature is set to HIGH, the dryer dries David's clothes in sixty minutes. Did David's clothes dry in sixty minutes because David changed the temperature setting?
Options:
- Yes
- No",No,0.85
132,"How would a typical person answer each of the following questions about causation?
Billy and Suzy work for a company that has a central computer. If two people log in to the central computer at exactly 9:27 am, some work emails will be immediately deleted. In order to make sure that two people are available to answer phone calls during designated calling hours, the company issued the following official policy: Billy and Suzy are both permitted to log in to the central computer in the mornings, and neither of them are permitted to log in to the central computer in the afternoons. This morning at exactly 9:27 am, Billy and Suzy both log into the central computer at the same time. Immediately, some work emails are deleted. Did Billy cause the emails to be deleted?
Options:
- Yes
- No",No,0.15
133,"How would a typical person answer each of the following questions about causation?
In a particular building there are two businesses, a travel agency and a graphic design studio. The building's climate control system is a new design that saves energy by keeping track of the number of people in the building, and only turning on when enough people have entered the building. The climate control system will only turn on when the people who work at the travel agency and the people who work in the design studio arrive for work. Neither office has enough employees to turn on the climate control system on their own. The travel agency employees almost always arrive at 8:45 am, and the design studio employees almost always arrive at 8:45 am. Today, the travel agency employees arrived at 8:45 am. The design studio employees also arrived at 8:45 am, as usual. So, today, the climate control system turned on at 8:45 am. Did the design studio agents cause the climate control system to turn on at 8:45 am?
Options:
- Yes
- No",No,0.0
134,"How would a typical person answer each of the following questions about causation?
Wayne has a new high-tech watch that tracks his heart rate while he exercises. He must charge the device before he uses it this evening. The device will fully charge in one hour if it is either plugged in or on the charging pad. At 2:00 PM, the device is plugged in, and the device is not on the charging pad. At that time, Wayne checks to see if the device is on the charging pad, and he sees that it's not. So, he changes the position of the device, and he puts it on the charging pad. Because the device will fully charge in one hour if it is either plugged in or on the charging pad, the device is fully charged at 3:00 PM. Is the device fully charged because Wayne changed the position of the device?
Options:
- Yes
- No",No,1.0
135,"How would a typical person answer each of the following questions about causation?
Jake desperately wants to win the rifle contest. He knows that he will only win the contest if he hits the bulls-eye. He raises the rifle, gets the bull's-eye in the sights, and presses the trigger. Jake is an expert marksman. His hands are steady. The gun is aimed perfectly. The bullet lands directly on the bull's-eye. Jake wins the contest. Did Jake intentionally hit the bull's-eye?
Options:
- Yes
- No",Yes,0.55
136,"How would a typical person answer each of the following questions about causation?
John is standing near the tracks of a trolley. John notices that the brakes of the trolley have failed. Five workmen are working on the tracks with their backs turned. John sees that the runaway trolley is headed for the five workmen who will be killed if it proceeds on its present course. The only way to save these five workmen is to hit a switch that will turn the trolley onto the side tracks. Unfortunately, there is a single workman on the side tracks with his back turned. John knows that the worker on the side tracks will be killed if he hits the switch, but the five workmen will be saved. John decides to hit the switch. Sure enough, the trolley turns on the side tracks, the five workmen on the main tracks are saved, and the workman on the sidetracks is killed. Did John intentionally cause the death of the workman on the side tracks?
Options:
- Yes
- No",Yes,1.0
138,"How would a typical person answer each of the following questions about causation?
Jim, Carol, Bob, and Nancy are researchers in a remote area, and they have a limited supply of electricity. Because of their limited supply, the electricity only comes on in the evenings from 8-9 PM, and they have to restrict who can use power on certain days. If three people turn on their lamps at the same time, the breaker will fail. The breaker will not fail if fewer people turn on their lamps at the same time. Jim, Carol, Bob, and Nancy are all allowed to use their lamps on Thursdays. This Thursday Jim turns on his lamp at 8 PM. Just then, Carol turns on her lamp, and Bob also turns on his lamp. Since three people turned on their lamps at the same time, the circuit breaker failed. Did Jim turning on his lamp at 8 PM cause the circuit breaker to fail?
Options:
- Yes
- No",No,0.0
139,"How would a typical person answer each of the following questions about causation?
A person, Joe, is playing a casino game where he reaches his hand into two boxes and blindly draws a ball from each box. He wins a dollar if and only if he gets a green ball from the left box and a blue ball from the right box. It is likely that he gets a green ball from the first box. It is very unlikely that he gets a blue ball in the second box. Joe closes his eyes, reaches in, and chooses a green ball from the first box and a blue ball from the second box. So Joe wins a dollar. Did Joe's first choice cause him to win a dollar?
Options:
- Yes
- No",No,0.55
140,"How would a typical person answer each of the following questions about causation?
Alice and Zoe work for the same company. They work in different rooms, and both of them sometimes need to access the central computer of the company. Unbeknownst to everybody, if two people are logged in to the central computer at the same time, an empty email is immediately sent from the central computer to a non-existent email address. One day, Alice logs in to the central computer at 9 am. The same day, Zoe logs in at 9:30 am, when Alice is already logged in. Immediately, an empty email is sent from the central computer to a non-existent email address. Did Zoe cause an empty email to be sent from the central computer to a non-existent email address?
Options:
- Yes
- No",Yes,0.0
141,"How would a typical person answer each of the following questions about causation?
Joe was feeling quite dehydrated, so he stopped by the local smoothie shop to buy the largest sized drink available. Before ordering, the cashier told him that if he bought a Mega-Sized Smoothie he would get it in a special commemorative cup. Joe replied, 'I don't care about a commemorative cup, I just want the biggest smoothie you have.' Sure enough, Joe received the Mega-Sized Smoothie in a commemorative cup. Did Joe intentionally obtain the commemorative cup?
Options:
- Yes
- No",No,0.0
142,"How would a typical person answer each of the following questions about causation?
There is a man who gets paid for pumping water into a cistern thereby replenishing the supply of drinking water in a nearby house. Unfortunately for the inhabitants of the house, the water that the man is pumping into the cistern today has been systematically contaminated with a lethal poison whose effects are unnoticeable until they can no longer be cured. Even though the man pumping the water had nothing to do with poisoning the water, he knows that the water has been poisoned. Nevertheless, the man pumps the water into the cistern knowing that it will poison and kill the inhabitants. But, he neither wants to kill them nor does he aim to do so, he simply wants to do his job and get paid. He views the death of the inhabitants as an unfortunate by-product of his pumping water into the cistern. Did the man intentionally poison the inhabitants?
Options:
- Yes
- No",Yes,0.0
143,"How would a typical person answer each of the following questions about causation?
Alex is playing a board game. Every turn in the game, you simultaneously roll two-sided dice and flip a coin. Alex will either win or lose the game on his next turn. Alex will only win the game if the total of his dice roll is greater than 2 AND the coin comes up heads. It is very likely that he will roll higher than 2, and the coin has equal odds of coming up heads or tails. Alex flips the coin and rolls his dice at exactly the same time. The coin comes up heads, and he rolls a 12, so just as expected, he rolled greater than 2. Alex wins the game. Did Alex win because of the coin flip?
Options:
- Yes
- No",Yes,0.0
144,"How would a typical person answer each of the following questions about causation?
The receptionist in the philosophy department keeps her desk stocked with pens. The administrative assistants are allowed to take the pens, but faculty members are supposed to buy their own. The administrative assistants typically do take the pens. Unfortunately, so do the faculty members. The receptionist has repeatedly emailed them reminders that only administrative assistants are allowed to take the pens. On Monday morning, one of the administrative assistants encounters Professor Smith walking past the receptionist's desk. Both take pens. Later that day, the receptionist needs to take an important message... but she has a problem. There are no pens left on her desk. Did Professor Smith cause the problem?
Options:
- Yes
- No",Yes,0.0
149,"How would a typical person answer each of the following questions about causation?
Janet is an employee in a factory. Since she works in the maintenance department, she knows how to grease and oil all of the machines in the factory. It is her responsibility to put oil into the machines. Kate is also an employee at the factory. While she works in the human resources department, she knows how to grease and oil all of the machines in the factory. If Janet does not put oil in the machines, it is not Kate's responsibility to do so. One day, Janet forgets to put oil in an important machine. Janet did not notice that she did not put oil in the machine. Kate also did not notice that Janet did not put oil in the machine, and Kate did not put oil in the machine. The machine broke down a few days later. Did Kate not putting oil in the machine cause it to break down?
Options:
- Yes
- No",No,0.0
150,"How would a typical person answer each of the following questions about causation?
A group of students who lived on the same floor of a dormitory obtained a copy of the final exam for their biology class. The students cheated on the test. One student, John Granger, did not go along with the group. Granger deviates from the local norm and refuses to cheat on the test. The biology class comprises 80 students and is graded on a curve such that 20 people will receive a grade of A, 20 a grade of B, 20 a grade of C, and 20 students will receive a D. A group of students who lived on the same floor of a dormitory obtained a copy of the final exam for their biology class. Granger's score was the 20th-highest score in the class, which means he was the last student to receive a grade of A. The 21st student was a pre-med student who received a B and, as a result, missed the GPA cutoff she needed to get into the medical school she was hoping for by .07 GPA points. Did Granger cause the student to fail to meet the medical school cutoff?
Options:
- Yes
- No",No,0.0
152,"How would a typical person answer each of the following questions about causation?
Representatives from the research and development department of a company reported to the board and said, ""We are thinking of starting a new program. It will help us increase profits, but it will also help the environment."" The board consisted of three members: Benson, Franklin, and Sorel. For various reasons, each of them personally opposed the program and tried to prevent it from being implemented. However, they were obliged to follow the board's standard decision-making protocol, which left no opportunity for their personal views to influence the decision. As a result, in line with the company's business policies and in the interest of maximizing profits, the new program was implemented. Sure enough, the program was highly profitable and the environment was helped. Did the board intentionally help the environment?
Options:
- Yes
- No",No,0.0
153,"How would a typical person answer each of the following questions about causation?
Jake desperately wants to have more money. He knows that he will inherit a lot of money when his aunt dies. One day, he sees his aunt walking by the window. He raises his rifle, gets her in the sights, and presses the trigger. Jake is an expert marksman. His hands are steady. The gun is aimed perfectly. The bullet hits her directly in the heart. She dies instantly. Did Jake shoot his aunt in the heart intentionally?
Options:
- Yes
- No",Yes,0.05
156,"How would a typical person answer each of the following questions about causation?
Bill's wife, Sue, is out of town for the weekend. She leaves Bill a message that says, 'I just saw this marvelous bookend. It's called a Bartlett bookend. So pretty! I'm going to go back tomorrow and get one. It will be perfect for the left side of our bookshelf'. Bill goes and visits his friend. Bill and his friend talk for a while, and when Bill asks if his friend is willing to sell the bookend, his friend tells him it's a precious heirloom and he can't part with it. Bill waits until later when his friend is in the bathroom, and slips the bookend into his bag. Finally, Bill leaves his friend's house with the stolen right-side Bartlett bookend in his bag. Then the next day, Sue goes and buys the left-side Bartlett bookend. So, when Sue got home, they had the paired set of bookends. Did Bill cause them to possess the paired set of bookends?
Options:
- Yes
- No",Yes,0.0
157,"How would a typical person answer each of the following questions about causation?
Janet is an employee in a factory. Since she works in the maintenance department, she knows how to grease and oil all of the machines in the factory. It is her responsibility to put oil into the machines. Kate is also an employee at the factory. While she works in the human resources department, she knows how to grease and oil all of the machines in the factory. If Janet does not put oil in the machines, it is not Kate's responsibility to do so. One day, Janet forgets to put oil in an important machine. Janet did not notice that she did not put oil in the machine. Kate also did not notice that Janet did not put oil in the machine, and Kate did not put oil in the machine. The machine broke down a few days later. Did Janet not putting oil in the machine cause it to break down?
Options:
- Yes
- No",Yes,0.0
158,"How would a typical person answer each of the following questions about causation?
Ned has a new motorboat. When Ned turns the key, the motorboat starts if either the gear is in neutral or the motor is in the lock position. Today, the gear is in neutral, and the motor is in the lock position. Ned checks the motor to see if it is in the lock position. He sees that it is in the lock position, and he does not change its position at all. Because the motorboat would start if either the gear is in neutral or the motor is in the lock position, the motorboat starts when Ned turns the key. Did the motorboat start because Ned did not change the position of the motor?
Options:
- Yes
- No",Yes,0.0
159,"How would a typical person answer each of the following questions about causation?
Alice and Zoe work for the same company. They work in different rooms and both of them sometimes need to access the central computer of the company. Unbeknownst to everybody, if two people are logged in to the central computer at the same time, an empty email is immediately sent from the central computer to a non-existent email address. In order to make sure that one person is always available to answer incoming phone calls, the company issued the following official policy: Alice is the only one permitted to log in to the central computer in the mornings, whereas Zoe is the only one permitted to log in to the central computer in the afternoons. One day, Alice logs in to the central computer at 9 am. The same day, violating the official policy, Zoe logs in at 9.30 am, when Alice is already logged in. Immediately, an empty email is sent from the central computer to a non-existent email address. Did Zoe cause an empty email to be sent from the central computer to a non-existent email address?
Options:
- Yes
- No",Yes,1.0
160,"How would a typical person answer each of the following questions about causation?
Joe was about to go pick up his child from a school in the suburbs. In the parking lot, he stopped to help a person who was injured while exercising. Because of this delay in picking up his son, Joe's neighbor, who waited 15 min for Joe to show up, took the child home in his car. On the way home, the neighbor's car was struck by a drunk driver. Joe's son, the only seriously hurt victim, received severe leg injuries. Did Joe cause his son's injury?
Options:
- Yes
- No",No,0.05
161,"How would a typical person answer each of the following questions about causation?
Jim, Carol, Bob, and Nancy are researchers in a remote area, and they have a limited supply of electricity. Because of their limited supply, the electricity only comes on in the evenings from 8-9 PM, and they have to restrict who can use power on certain days. If two people turn on their lamps at the same time, the breaker will fail. The breaker will not fail if fewer people turn on their lamps at the same time. Jim, Carol, Bob, and Nancy are all allowed to use their lamps on Thursdays. This Thursday Jim turns on his lamp at 8 PM. Just then, Carol also turns on her lamp. Since two people turned on their lamps at the same time, the circuit breaker failed. Did Jim turning on his lamp at 8 PM cause the circuit breaker to fail?
Options:
- Yes
- No",No,0.0
162,"How would a typical person answer each of the following questions about causation?
A sniper has been ordered to kill an enemy commander. So, after getting himself into position, he finally has the enemy commander in his sights. Before he pulls the trigger, however, the sniper realizes that when the bullet travels through the air it will definitely disturb the air molecules around it. But the sniper doesn't care at all about disturbing air molecules, he just wants to shoot his target. So, he pulls the trigger. As the sniper expected, as the bullet travels from his gun into the enemy commander, it disturbed some air molecules. Did the sniper intentionally disturb some air molecules?
Options:
- Yes
- No",No,0.0
164,"How would a typical person answer each of the following questions about causation?
Suzy and Billy are working on a project that is very important for our nation's security. The boss tells Suzy: ""Be sure that you are here at exactly 9 am. It is absolutely essential that you arrive at that time."" Then he tells Billy: ""Be sure that you do not come in at all tomorrow morning. It is absolutely essential that you not appear at that time."" Both Billy and Suzy arrive at 9 am. Did Billy cause the motion detector to go off?
Options:
- Yes
- No",No,0.0
165,"How would a typical person answer each of the following questions about causation?
Alice and Zoe work for the same company. They work in different rooms, and both of them sometimes need to access the central computer of the company. Unbeknownst to everybody, if two people are logged in to the central computer at the same time, some spam emails containing dangerous viruses are immediately deleted from the central computer. In order to make sure that one person is always available to answer incoming phone calls, the company issued the following official policy: Alice is the only one permitted to log in to the central computer in the mornings, whereas Zoe is the only one permitted to log in to the central computer in the afternoons. One day, violating the official policy, Zoe logs in to the central computer at 9 am. The same day, Alice also logs in at 9 am. Immediately, some spam emails containing dangerous viruses are deleted from the central computer. Did Alice cause some spam emails containing dangerous viruses to be removed from the central computer?
Options:
- Yes
- No",No,0.0
167,"How would a typical person answer each of the following questions about causation?
John is standing near the tracks of a trolley. John notices that the brakes of the trolley have failed. Five workmen are working on the tracks with their backs turned. John sees that the runaway trolley is headed for the five workmen who will be killed if it proceeds on its present course. The only way to save these five workmen is to hit a switch that will turn the trolley onto the side tracks. Moreover, there is a dog on the tracks with its back turned. John knows that the five workmen and the dog will be saved if he hits the switch. John thinks 'I don't care at all about saving the dog. I just want to save the five workmen.' John decides to hit the switch. Sure enough, the trolley turns on the side tracks, the five workmen and the dog on the main tracks are saved. Did John intentionally save the dog?
Options:
- Yes
- No",No,0.05
168,"How would a typical person answer each of the following questions about causation?
A machine is set up in such a way that it will short circuit if both the black wire and the red wire touch the battery at the same time. The machine will not short circuit if just one of these wires touches the battery. The black wire is designated as the one that is supposed to touch the battery, while the red wire is supposed to remain in some other part of the machine. One day, the black wire and the red wire both end up touching the battery at the same time. There is a short circuit. Did the fact that the red wire touched the battery cause the machine to short circuit?
Options:
- Yes
- No",Yes,0.0
169,"How would a typical person answer each of the following questions about causation?
In Bash Ball, opposing teams try to score points in the other team's zone by entering it. On each team, there are two types of players: Bashers and Runners. During the game, Bashers remain in the same spot, trying to hit the other team's Runners with balls, and Runners try to enter the other team's zone without getting hit. Zach, Harmon and a few other friends are on a team playing Bash Ball against another team. Zach is a Basher and Harmon is a Runner. At one point in the game, Zach spots one of the other team's Bashers behind a tree. Later on, Harmon passes by Zach. Knowing that he is not allowed to talk to Runners, Zach does not tell Harmon where the other team's Basher is. Soon after, the Basher that Zach spotted hits Harmon with a Bash Ball. Harmon is out for the remainder of the game. Was Harmon out of the game because Zach did not tell Harmon where the other team's Basher was?
Options:
- Yes
- No",No,0.0
170,"How would a typical person answer each of the following questions about causation?
Bill's wife, Sue, is out of town for the weekend. She leaves Bill a message that says, 'I just saw this marvelous bookend. It's called a Bartlett bookend. So pretty! I'm going to go back tomorrow and get one. It will be perfect for the left side of our bookshelf'. Bill goes and visits his friend. Bill and his friend talk for a while, and when Bill asks if his friend is willing to sell the bookend, his friend tells him it's a precious heirloom and he can't part with it. Bill waits until later when his friend is in the bathroom, and slips the bookend into his bag. Finally, Bill leaves his friend's house with the stolen right-side Bartlett bookend in his bag. Then the next day, Sue goes and buys the left-side Bartlett bookend. So, when Sue got home, they had the paired set of bookends. Did Sue cause them to possess the paired set of bookends?
Options:
- Yes
- No",No,0.0
171,"How would a typical person answer each of the following questions about causation?
Laurie likes GC brand coffee. GC is doing a new promotion for their new coffee flavor where customers can receive a free sample. Customers will receive a free sample if both they have previously purchased coffee beans from GC and they are subscribed to the GC email list. Laurie has previously purchased coffee beans from GC, and she is not subscribed to the GC email list. When she hears about the promotion, Laurie checks to see if she is subscribed to the email list, and she sees that she is not. So, she changes her subscription status, and she subscribes to the email list. Because customers will receive a free sample if both they have previously purchased coffee beans from GC and they are subscribed to the GC email list, Laurie receives a free sample. Did Laurie receive a free sample because she changed her subscription status?
Options:
- Yes
- No",Yes,0.25
172,"How would a typical person answer each of the following questions about causation?
Representatives from the research and development department of a company reported to the board and said, ""We are thinking of starting a new program. It will help us increase profits, but it will also harm the environment."" The reply from the board was, ""We don't care at all about harming the environment. We just want to make as much profit as we can. Let's start the new program."" Sure enough, the program harmed the environment. Did the board intentionally harm the environment?
Options:
- Yes
- No",Yes,0.2
173,"How would a typical person answer each of the following questions about causation?
In Bash Ball, opposing teams try to score points in the other team's zone by entering it. On each team, there are two types of players: Bashers and Runners. During the game, Bashers remain in the same spot, trying to hit the other team's Runners with balls, and Runners try to enter the other team's zone without getting hit. Zach, Harmon and a few other friends are on a team playing Bash Ball against another team. Zach is a Basher and Harmon is a Runner. At one point in the game, Zach spots one of the other team's Bashers behind a tree. Later on, Harmon passes by Zach. Knowing that he is allowed to talk to Runners, Zach does not tell Harmon where the other team's Basher is. Soon after, the Basher that Zach spotted hits Harmon with a Bash Ball. Harmon is out for the remainder of the game. Was Harmon out of the game because Zach did not tell Harmon where the other team's Basher was?
Options:
- Yes
- No",Yes,0.0
174,"How would a typical person answer each of the following questions about causation?
The CEO of a company is sitting in his office when his Vice President of R&D comes in and says, 'We are thinking of starting a new programme. It will help us increase profits, but it will also help the environment.' The CEO responds that he doesn't care about harming the environment and just wants to make as much profit as possible. The programme is carried out, profits are made and the environment is helped. Did the CEO intentionally help the environment?
Options:
- Yes
- No",No,0.0
175,"How would a typical person answer each of the following questions about causation?
Representatives from the research and development department of a company reported to the board and said, ""We are thinking of starting a new program. It will help us increase profits, but it will also help the environment."" The board consisted of three members: Benson, Franklin, and Sorel. For various reasons, each of them personally opposed the program and tried to prevent it from being implemented. However, they were obliged to follow the board's standard decision-making protocol, which left no opportunity for their personal views to influence the decision. As a result, in line with the company's business policies and in the interest of maximizing profits, the new program was implemented. The decision was announced by the Chairman of the board, Donald Franklin, whose primary role is to ""guide and mediate board actions with respect to organizational priorities and governance concerns."" Sure enough, the program was highly profitable and the environment was helped. Did the board intentionally help the environment?
Options:
- Yes
- No",No,0.0
177,"How would a typical person answer each of the following questions about causation?
A company will send its clients a free sample of coffee if you are on their email list. Seeing that you are not subscribed, you change your subscription status by clicking a link, and later you receive the free sample. Did you receive the free sample because you changed your subscription status?
Options:
- Yes
- No",Yes,0.5
178,"How would a typical person answer each of the following questions about causation?
Billy and Suzy are freight train conductors. One day, they happen to approach an old two-way rail bridge from opposite directions at the same time. There are signals on either side of the bridge. Billy's signal is red, so he is supposed to stop and wait. Suzy's signal is green, so she is supposed to drive across immediately. Neither of them realizes that the bridge is on the verge of collapse. If either of them drives their train onto the bridge, it will collapse. Either train is heavy enough on its own to break the bridge. Billy decides to ignore his signal and drives his train onto the bridge immediately at the same time that Suzy follows her signal and drives her train onto the bridge. Both trains move onto the bridge at the same time, and at that moment the bridge collapses. Did Billy cause the bridge to collapse?
Options:
- Yes
- No",No,0.0
179,"How would a typical person answer each of the following questions about causation?
A sniper has been ordered to kill an enemy commander. So, after getting himself into position, he finally has the enemy commander in his sights. Before he pulls the trigger, however, the sniper realizes that the gunfire will probably alert the other enemy soldiers to his presence. But the sniper doesn't care at all about that -- he just wants to shoot his target. So, he pulls the trigger -- thereby shooting and killing the commander. Unfortunately, the enemy soldiers are alerted to his presence. Did the sniper intentionally alert the enemies to his presence?
Options:
- Yes
- No",No,0.0
180,"How would a typical person answer each of the following questions about causation?
Joe was about to go pick up his child from a school in the suburbs. In the parking lot, he stopped to talk with friends. Because of this delay in picking up his son, Joe's neighbor, who waited 15 min for Joe to show up, took the child home in his car. On the way home, the neighbor's car was struck by a drunk driver. Joe's son, the only seriously hurt victim, received severe leg injuries. Did Joe cause his son's injury?
Options:
- Yes
- No",Yes,0.0
181,"How would a typical person answer each of the following questions about causation?
Alice and Zoe work for the same company. They work in different rooms, and both of them sometimes need to access the central computer of the company. Unbeknownst to everybody, if two people are logged in to the central computer at the same time, some work emails containing important customer information are immediately deleted from the central computer. In order to make sure that one person is always available to answer incoming phone calls, the company issued the following official policy: Alice is the only one permitted to log in to the central computer in the mornings, whereas Zoe is the only one permitted to log in to the central computer in the afternoons. One day, violating the official policy, Zoe logs in to the central computer at 9 am. The same day, Alice also logs in at 9 am. Immediately, some work emails containing important customer information are deleted from the central computer. Did Zoe cause some work emails containing important customer information to be deleted from the central computer?
Options:
- Yes
- No",Yes,0.0
182,"How would a typical person answer each of the following questions about causation?
Joe was feeling quite dehydrated, so he stopped by the local smoothie shop to buy the largest sized drink available. Before ordering, the cashier told him that the Mega-Sized Smoothies were now one dollar more than they used to be. Joe replied, 'I don't care if I have to pay one dollar more, I just want the biggest smoothie you have.' Sure enough, Joe received the Mega-Sized Smoothie and paid one dollar more for it. Did Joe intentionally pay one dollar more?
Options:
- Yes
- No",Yes,1.0
183,"How would a typical person answer each of the following questions about causation?
Representatives from the research and development department of a company reported to the board and said, ""We are thinking of starting a new program. It will help us increase profits, but it will also harm the environment."" The board consisted of three members: Benson, Franklin, and Sorel. For various reasons, each of them personally opposed the program and tried to prevent it from being implemented. However, they were obliged to follow the board's standard decision-making protocol, which left no opportunity for their personal views to influence the decision. As a result, in line with the company's business policies and in the interest of maximizing profits, the new program was implemented. Sure enough, the program was highly profitable and the environment was harmed. Did the board intentionally harm the environment?
Options:
- Yes
- No",Yes,0.0
184,"How would a typical person answer each of the following questions about causation?
A machine is set up in such a way that it will short circuit if both the black wire and the red wire touch the battery at the same time. The machine will not short circuit if just one of these wires touches the battery. The black wire is designated as the one that is supposed to touch the battery, while the red wire is supposed to remain in some other part of the machine. One day, the black wire and the red wire both end up touching the battery at the same time. There is a short circuit. Did the red wire cause the short circuit?
Options:
- Yes
- No",Yes,0.2
