question_id,prompt,correct_answer,distractor
1705,"Q: Which is a rhyme of the word ""dive"", ""arrive"" or ""lose""?
A:",arrive,lose
1706,"Q: Which is a rhyme of the word ""boil"", ""jog"" or ""spoil""?
A:",spoil,jog
1707,"Q: Which is a rhyme of the word ""rap"", ""check"" or ""map""?
A:",map,check
1708,"Q: Which is a rhyme of the word ""quick"", ""mango"" or ""stick""?
A:",stick,mango
1709,"Q: Which is a rhyme of the word ""price"", ""twice"" or ""achievement""?
A:",twice,achievement
1710,"Q: Which is a rhyme of the word ""fit"", ""area"" or ""kit""?
A:",kit,area
1711,"Q: Which is a rhyme of the word ""match"", ""attach"" or ""follow""?
A:",attach,follow
1712,"Q: Which is a rhyme of the word ""bear"", ""grandson"" or ""share""?
A:",share,grandson
1713,"Q: Which is a rhyme of the word ""hair"", ""compare"" or ""brochure""?
A:",compare,brochure
1714,"Q: Which is a rhyme of the word ""stuff"", ""favor"" or ""rough""?
A:",rough,favor
1715,"Q: Which is a rhyme of the word ""hot"", ""pot"" or ""baseball""?
A:",pot,baseball
1716,"Q: Which is a rhyme of the word ""drag"", ""clock"" or ""flag""?
A:",flag,clock
1717,"Q: Which is a rhyme of the word ""correction"", ""section"" or ""beautifully""?
A:",section,beautifully
1718,"Q: Which is a rhyme of the word ""beginner"", ""shelf"" or ""dinner""?
A:",dinner,shelf
1719,"Q: Which is a rhyme of the word ""compete"", ""silk"" or ""complete""?
A:",complete,silk
1720,"Q: Which is a rhyme of the word ""would"", ""should"" or ""previously""?
A:",should,previously
1721,"Q: Which is a rhyme of the word ""height"", ""might"" or ""pump""?
A:",might,pump
1722,"Q: Which is a rhyme of the word ""go"", ""promote"" or ""no""?
A:",no,promote
1723,"Q: Which is a rhyme of the word ""cream"", ""advanced"" or ""dream""?
A:",dream,advanced
1724,"Q: Which is a rhyme of the word ""pear"", ""share"" or ""underline""?
A:",share,underline
1725,"Q: Which is a rhyme of the word ""slip"", ""tip"" or ""invention""?
A:",tip,invention
1726,"Q: Which is a rhyme of the word ""flood"", ""blood"" or ""about""?
A:",blood,about
1727,"Q: Which is a rhyme of the word ""dance"", ""chance"" or ""pure""?
A:",chance,pure
1728,"Q: Which is a rhyme of the word ""skiing"", ""sightseeing"" or ""youth""?
A:",sightseeing,youth
1729,"Q: Which is a rhyme of the word ""tram"", ""curtain"" or ""jam""?
A:",jam,curtain
1730,"Q: Which is a rhyme of the word ""water"", ""daughter"" or ""exactly""?
A:",daughter,exactly
1731,"Q: Which is a rhyme of the word ""label"", ""area"" or ""cable""?
A:",cable,area
1732,"Q: Which is a rhyme of the word ""frame"", ""we"" or ""same""?
A:",same,we
1733,"Q: Which is a rhyme of the word ""ball"", ""bridge"" or ""hall""?
A:",hall,bridge
1734,"Q: Which is a rhyme of the word ""cash"", ""phone"" or ""crash""?
A:",crash,phone
1735,"Q: Which is a rhyme of the word ""dirt"", ""shirt"" or ""street""?
A:",shirt,street
1736,"Q: Which is a rhyme of the word ""last"", ""fast"" or ""cricket""?
A:",fast,cricket
1737,"Q: Which is a rhyme of the word ""drag"", ""do"" or ""flag""?
A:",flag,do
1738,"Q: Which is a rhyme of the word ""peak"", ""cheek"" or ""worried""?
A:",cheek,worried
1739,"Q: Which is a rhyme of the word ""gallery"", ""salary"" or ""cut""?
A:",salary,cut
1740,"Q: Which is a rhyme of the word ""unwell"", ""smell"" or ""tablet""?
A:",smell,tablet
1741,"Q: Which is a rhyme of the word ""score"", ""surf"" or ""explore""?
A:",explore,surf
1742,"Q: Which is a rhyme of the word ""delete"", ""compete"" or ""photo""?
A:",compete,photo
1743,"Q: Which is a rhyme of the word ""need"", ""bleed"" or ""conversation""?
A:",bleed,conversation
1744,"Q: Which is a rhyme of the word ""smell"", ""lightly"" or ""bell""?
A:",bell,lightly
1745,"Q: Which is a rhyme of the word ""unknown"", ""postpone"" or ""grass""?
A:",postpone,grass
1746,"Q: Which is a rhyme of the word ""stressed"", ""clean"" or ""west""?
A:",west,clean
1747,"Q: Which is a rhyme of the word ""fee"", ""left"" or ""she""?
A:",she,left
1748,"Q: Which is a rhyme of the word ""biography"", ""photography"" or ""important""?
A:",photography,important
1749,"Q: Which is a rhyme of the word ""coast"", ""hopeful"" or ""post""?
A:",post,hopeful
1750,"Q: Which is a rhyme of the word ""bake"", ""private"" or ""shake""?
A:",shake,private
1751,"Q: Which is a rhyme of the word ""put"", ""foot"" or ""conclusion""?
A:",foot,conclusion
1752,"Q: Which is a rhyme of the word ""shy"", ""unhealthy"" or ""die""?
A:",die,unhealthy
1753,"Q: Which is a rhyme of the word ""own"", ""phone"" or ""sociable""?
A:",phone,sociable
1754,"Q: Which is a rhyme of the word ""rider"", ""girlfriend"" or ""spider""?
A:",spider,girlfriend
1755,"Q: Which is a rhyme of the word ""same"", ""frame"" or ""woman""?
A:",frame,woman
1756,"Q: Which is a rhyme of the word ""achieve"", ""hostel"" or ""believe""?
A:",believe,hostel
1757,"Q: Which is a rhyme of the word ""hand"", ""land"" or ""drama""?
A:",land,drama
1758,"Q: Which is a rhyme of the word ""book"", ""chocolate"" or ""look""?
A:",look,chocolate
1759,"Q: Which is a rhyme of the word ""better"", ""sweater"" or ""tour""?
A:",sweater,tour
1760,"Q: Which is a rhyme of the word ""ferry"", ""pharmacy"" or ""very""?
A:",very,pharmacy
1761,"Q: Which is a rhyme of the word ""beginner"", ""winner"" or ""bike""?
A:",winner,bike
1762,"Q: Which is a rhyme of the word ""trip"", ""slip"" or ""player""?
A:",slip,player
1763,"Q: Which is a rhyme of the word ""full"", ""pull"" or ""diploma""?
A:",pull,diploma
1764,"Q: Which is a rhyme of the word ""beat"", ""wide"" or ""heat""?
A:",heat,wide
1765,"Q: Which is a rhyme of the word ""math"", ""brilliant"" or ""path""?
A:",path,brilliant
1766,"Q: Which is a rhyme of the word ""scene"", ""need"" or ""routine""?
A:",routine,need
1767,"Q: Which is a rhyme of the word ""since"", ""tasty"" or ""prince""?
A:",prince,tasty
1768,"Q: Which is a rhyme of the word ""percent"", ""tent"" or ""sew""?
A:",tent,sew
1769,"Q: Which is a rhyme of the word ""goodbye"", ""spill"" or ""try""?
A:",try,spill
1770,"Q: Which is a rhyme of the word ""begin"", ""pin"" or ""cable""?
A:",pin,cable
1771,"Q: Which is a rhyme of the word ""hair"", ""fair"" or ""girl""?
A:",fair,girl
1772,"Q: Which is a rhyme of the word ""stain"", ""another"" or ""plane""?
A:",plane,another
1773,"Q: Which is a rhyme of the word ""main"", ""plain"" or ""list""?
A:",plain,list
1774,"Q: Which is a rhyme of the word ""slip"", ""pants"" or ""ship""?
A:",ship,pants
1775,"Q: Which is a rhyme of the word ""son"", ""act"" or ""sun""?
A:",sun,act
1776,"Q: Which is a rhyme of the word ""shiny"", ""tiny"" or ""map""?
A:",tiny,map
1777,"Q: Which is a rhyme of the word ""come"", ""sum"" or ""healthy""?
A:",sum,healthy
1778,"Q: Which is a rhyme of the word ""pretty"", ""wood"" or ""city""?
A:",city,wood
1779,"Q: Which is a rhyme of the word ""smoke"", ""east"" or ""folk""?
A:",folk,east
1780,"Q: Which is a rhyme of the word ""downstairs"", ""upstairs"" or ""yellow""?
A:",upstairs,yellow
1781,"Q: Which is a rhyme of the word ""mess"", ""stress"" or ""shelf""?
A:",stress,shelf
1782,"Q: Which is a rhyme of the word ""stop"", ""shop"" or ""mail""?
A:",shop,mail
1783,"Q: Which is a rhyme of the word ""mention"", ""invention"" or ""lunch""?
A:",invention,lunch
1784,"Q: Which is a rhyme of the word ""beach"", ""north"" or ""reach""?
A:",reach,north
1785,"Q: Which is a rhyme of the word ""creature"", ""teacher"" or ""ask""?
A:",teacher,ask
1786,"Q: Which is a rhyme of the word ""display"", ""study"" or ""weigh""?
A:",weigh,study
1787,"Q: Which is a rhyme of the word ""baseball"", ""expensive"" or ""wall""?
A:",wall,expensive
1788,"Q: Which is a rhyme of the word ""amusing"", ""confusing"" or ""peak""?
A:",confusing,peak
1789,"Q: Which is a rhyme of the word ""percent"", ""delete"" or ""rent""?
A:",rent,delete
1790,"Q: Which is a rhyme of the word ""flower"", ""shower"" or ""powder""?
A:",shower,powder
1791,"Q: Which is a rhyme of the word ""sense"", ""offense"" or ""toothbrush""?
A:",offense,toothbrush
1792,"Q: Which is a rhyme of the word ""sell"", ""bell"" or ""careful""?
A:",bell,careful
1793,"Q: Which is a rhyme of the word ""speed"", ""bleed"" or ""cartoon""?
A:",bleed,cartoon
1794,"Q: Which is a rhyme of the word ""alone"", ""shine"" or ""phone""?
A:",phone,shine
1795,"Q: Which is a rhyme of the word ""unwell"", ""virus"" or ""spell""?
A:",spell,virus
1796,"Q: Which is a rhyme of the word ""tense"", ""sense"" or ""young""?
A:",sense,young
1797,"Q: Which is a rhyme of the word ""hit"", ""steak"" or ""knit""?
A:",knit,steak
1798,"Q: Which is a rhyme of the word ""birth"", ""earth"" or ""competition""?
A:",earth,competition
1799,"Q: Which is a rhyme of the word ""weak"", ""technique"" or ""partner""?
A:",technique,partner
1800,"Q: Which is a rhyme of the word ""pillow"", ""interrupt"" or ""kilo""?
A:",kilo,interrupt
1801,"Q: Which is a rhyme of the word ""thief"", ""sleep"" or ""beef""?
A:",beef,sleep
1802,"Q: Which is a rhyme of the word ""baby"", ""maybe"" or ""war""?
A:",maybe,war
1803,"Q: Which is a rhyme of the word ""last"", ""past"" or ""clever""?
A:",past,clever
1804,"Q: Which is a rhyme of the word ""wife"", ""knife"" or ""zone""?
A:",knife,zone
1805,"Q: Which is a rhyme of the word ""routine"", ""mouse"" or ""mean""?
A:",mean,mouse
1806,"Q: Which is a rhyme of the word ""defeat"", ""rescue"" or ""greet""?
A:",greet,rescue
1807,"Q: Which is a rhyme of the word ""attach"", ""install"" or ""match""?
A:",match,install
1808,"Q: Which is a rhyme of the word ""fast"", ""past"" or ""cooking""?
A:",past,cooking
1809,"Q: Which is a rhyme of the word ""penny"", ""any"" or ""custom""?
A:",any,custom
1810,"Q: Which is a rhyme of the word ""invention"", ""care"" or ""mention""?
A:",mention,care
1811,"Q: Which is a rhyme of the word ""ago"", ""poster"" or ""owe""?
A:",owe,poster
1812,"Q: Which is a rhyme of the word ""wing"", ""winner"" or ""ring""?
A:",ring,winner
1813,"Q: Which is a rhyme of the word ""match"", ""sail"" or ""catch""?
A:",catch,sail
1814,"Q: Which is a rhyme of the word ""steak"", ""guide"" or ""lake""?
A:",lake,guide
1815,"Q: Which is a rhyme of the word ""delay"", ""me"" or ""bay""?
A:",bay,me
1816,"Q: Which is a rhyme of the word ""rose"", ""nose"" or ""story""?
A:",nose,story
1817,"Q: Which is a rhyme of the word ""space"", ""shape"" or ""case""?
A:",case,shape
1818,"Q: Which is a rhyme of the word ""not"", ""spot"" or ""individual""?
A:",spot,individual
1819,"Q: Which is a rhyme of the word ""you"", ""kangaroo"" or ""curtain""?
A:",kangaroo,curtain
1820,"Q: Which is a rhyme of the word ""shorts"", ""sports"" or ""hunt""?
A:",sports,hunt
1821,"Q: Which is a rhyme of the word ""throat"", ""yellow"" or ""promote""?
A:",promote,yellow
1822,"Q: Which is a rhyme of the word ""stop"", ""transportation"" or ""shop""?
A:",shop,transportation
1823,"Q: Which is a rhyme of the word ""celebration"", ""backpack"" or ""examination""?
A:",examination,backpack
1824,"Q: Which is a rhyme of the word ""shiny"", ""web"" or ""tiny""?
A:",tiny,web
1825,"Q: Which is a rhyme of the word ""dad"", ""add"" or ""wash""?
A:",add,wash
1826,"Q: Which is a rhyme of the word ""noon"", ""airline"" or ""cartoon""?
A:",cartoon,airline
1827,"Q: Which is a rhyme of the word ""kangaroo"", ""zoo"" or ""granny""?
A:",zoo,granny
1828,"Q: Which is a rhyme of the word ""great"", ""congratulations"" or ""create""?
A:",create,congratulations
1829,"Q: Which is a rhyme of the word ""bell"", ""clearly"" or ""unwell""?
A:",unwell,clearly
1830,"Q: Which is a rhyme of the word ""flute"", ""registration"" or ""boot""?
A:",boot,registration
1831,"Q: Which is a rhyme of the word ""tire"", ""clear"" or ""buyer""?
A:",buyer,clear
1832,"Q: Which is a rhyme of the word ""lake"", ""unimportant"" or ""make""?
A:",make,unimportant
1833,"Q: Which is a rhyme of the word ""ham"", ""lamb"" or ""money""?
A:",lamb,money
1834,"Q: Which is a rhyme of the word ""owe"", ""snow"" or ""yeah""?
A:",snow,yeah
1835,"Q: Which is a rhyme of the word ""deaf"", ""hopeless"" or ""chef""?
A:",chef,hopeless
1836,"Q: Which is a rhyme of the word ""description"", ""disabled"" or ""prescription""?
A:",prescription,disabled
1837,"Q: Which is a rhyme of the word ""stall"", ""cloud"" or ""small""?
A:",small,cloud
1838,"Q: Which is a rhyme of the word ""meet"", ""unwell"" or ""beat""?
A:",beat,unwell
1839,"Q: Which is a rhyme of the word ""rough"", ""banking"" or ""stuff""?
A:",stuff,banking
1840,"Q: Which is a rhyme of the word ""disease"", ""cheese"" or ""bicycle""?
A:",cheese,bicycle
1841,"Q: Which is a rhyme of the word ""ride"", ""fair"" or ""decide""?
A:",decide,fair
1842,"Q: Which is a rhyme of the word ""professor"", ""pig"" or ""dresser""?
A:",dresser,pig
1843,"Q: Which is a rhyme of the word ""spy"", ""tie"" or ""overnight""?
A:",tie,overnight
1844,"Q: Which is a rhyme of the word ""heart"", ""concentrate"" or ""part""?
A:",part,concentrate
1845,"Q: Which is a rhyme of the word ""turn"", ""understand"" or ""learn""?
A:",learn,understand
1846,"Q: Which is a rhyme of the word ""owe"", ""count"" or ""grow""?
A:",grow,count
1847,"Q: Which is a rhyme of the word ""occupation"", ""first"" or ""punctuation""?
A:",punctuation,first
1848,"Q: Which is a rhyme of the word ""intermission"", ""writer"" or ""exhibition""?
A:",exhibition,writer
1849,"Q: Which is a rhyme of the word ""more"", ""repair"" or ""store""?
A:",store,repair
1850,"Q: Which is a rhyme of the word ""speak"", ""mention"" or ""weak""?
A:",weak,mention
1851,"Q: Which is a rhyme of the word ""above"", ""love"" or ""hit""?
A:",love,hit
1852,"Q: Which is a rhyme of the word ""perform"", ""cliff"" or ""inform""?
A:",inform,cliff
1853,"Q: Which is a rhyme of the word ""rap"", ""feelings"" or ""map""?
A:",map,feelings
1854,"Q: Which is a rhyme of the word ""rude"", ""mood"" or ""singer""?
A:",mood,singer
1855,"Q: Which is a rhyme of the word ""smart"", ""angrily"" or ""start""?
A:",start,angrily
1856,"Q: Which is a rhyme of the word ""each"", ""speech"" or ""cheek""?
A:",speech,cheek
1857,"Q: Which is a rhyme of the word ""complain"", ""upstairs"" or ""champagne""?
A:",champagne,upstairs
1858,"Q: Which is a rhyme of the word ""routine"", ""instead"" or ""machine""?
A:",machine,instead
1859,"Q: Which is a rhyme of the word ""killer"", ""thriller"" or ""call""?
A:",thriller,call
1860,"Q: Which is a rhyme of the word ""application"", ""kite"" or ""population""?
A:",population,kite
1861,"Q: Which is a rhyme of the word ""pass"", ""glass"" or ""famous""?
A:",glass,famous
1862,"Q: Which is a rhyme of the word ""nearby"", ""sky"" or ""possibility""?
A:",sky,possibility
1863,"Q: Which is a rhyme of the word ""wage"", ""page"" or ""businesswoman""?
A:",page,businesswoman
1864,"Q: Which is a rhyme of the word ""yet"", ""vet"" or ""type""?
A:",vet,type
1865,"Q: Which is a rhyme of the word ""mention"", ""pleasant"" or ""attention""?
A:",attention,pleasant
1866,"Q: Which is a rhyme of the word ""pile"", ""lamp"" or ""file""?
A:",file,lamp
1867,"Q: Which is a rhyme of the word ""kill"", ""animated"" or ""bill""?
A:",bill,animated
1868,"Q: Which is a rhyme of the word ""dear"", ""souvenir"" or ""total""?
A:",souvenir,total
1869,"Q: Which is a rhyme of the word ""case"", ""race"" or ""crowd""?
A:",race,crowd
1870,"Q: Which is a rhyme of the word ""sun"", ""none"" or ""favor""?
A:",none,favor
1871,"Q: Which is a rhyme of the word ""yes"", ""stress"" or ""skiing""?
A:",stress,skiing
1872,"Q: Which is a rhyme of the word ""folder"", ""shoulder"" or ""anyway""?
A:",shoulder,anyway
1873,"Q: Which is a rhyme of the word ""until"", ""kill"" or ""missing""?
A:",kill,missing
1874,"Q: Which is a rhyme of the word ""last"", ""past"" or ""newspaper""?
A:",past,newspaper
1875,"Q: Which is a rhyme of the word ""wife"", ""knife"" or ""available""?
A:",knife,available
1876,"Q: Which is a rhyme of the word ""quite"", ""trumpet"" or ""site""?
A:",site,trumpet
1877,"Q: Which is a rhyme of the word ""warning"", ""handle"" or ""morning""?
A:",morning,handle
1878,"Q: Which is a rhyme of the word ""peach"", ""airline"" or ""teach""?
A:",teach,airline
1879,"Q: Which is a rhyme of the word ""succeed"", ""toe"" or ""indeed""?
A:",indeed,toe
1880,"Q: Which is a rhyme of the word ""no"", ""idea"" or ""oh""?
A:",oh,idea
1881,"Q: Which is a rhyme of the word ""role"", ""soul"" or ""parent""?
A:",soul,parent
1882,"Q: Which is a rhyme of the word ""low"", ""toe"" or ""sheet""?
A:",toe,sheet
1883,"Q: Which is a rhyme of the word ""twice"", ""swimmer"" or ""slice""?
A:",slice,swimmer
1884,"Q: Which is a rhyme of the word ""nose"", ""those"" or ""trade""?
A:",those,trade
1885,"Q: Which is a rhyme of the word ""breeze"", ""winter"" or ""please""?
A:",please,winter
1886,"Q: Which is a rhyme of the word ""plug"", ""mug"" or ""rule""?
A:",mug,rule
1887,"Q: Which is a rhyme of the word ""defend"", ""final"" or ""friend""?
A:",friend,final
1888,"Q: Which is a rhyme of the word ""indeed"", ""trade"" or ""succeed""?
A:",succeed,trade
1889,"Q: Which is a rhyme of the word ""exam"", ""team"" or ""damn""?
A:",damn,team
1890,"Q: Which is a rhyme of the word ""man"", ""fan"" or ""explore""?
A:",fan,explore
1891,"Q: Which is a rhyme of the word ""brave"", ""wave"" or ""property""?
A:",wave,property
1892,"Q: Which is a rhyme of the word ""asleep"", ""cheap"" or ""potato""?
A:",cheap,potato
1893,"Q: Which is a rhyme of the word ""bat"", ""flat"" or ""chemistry""?
A:",flat,chemistry
1894,"Q: Which is a rhyme of the word ""thief"", ""brief"" or ""cartoon""?
A:",brief,cartoon
1895,"Q: Which is a rhyme of the word ""violin"", ""pin"" or ""strict""?
A:",pin,strict
1896,"Q: Which is a rhyme of the word ""application"", ""identification"" or ""star""?
A:",identification,star
1897,"Q: Which is a rhyme of the word ""cat"", ""rat"" or ""literature""?
A:",rat,literature
1898,"Q: Which is a rhyme of the word ""chat"", ""fat"" or ""dog""?
A:",fat,dog
1899,"Q: Which is a rhyme of the word ""send"", ""account"" or ""spend""?
A:",spend,account
1900,"Q: Which is a rhyme of the word ""bone"", ""whose"" or ""postpone""?
A:",postpone,whose
1901,"Q: Which is a rhyme of the word ""reason"", ""season"" or ""fail""?
A:",season,fail
1902,"Q: Which is a rhyme of the word ""routine"", ""honey"" or ""bean""?
A:",bean,honey
1903,"Q: Which is a rhyme of the word ""share"", ""blackboard"" or ""there""?
A:",there,blackboard
1904,"Q: Which is a rhyme of the word ""apply"", ""likely"" or ""high""?
A:",high,likely
1905,"Q: Which is a rhyme of the word ""sweet"", ""near"" or ""beat""?
A:",beat,near
1906,"Q: Which is a rhyme of the word ""egg"", ""jeans"" or ""leg""?
A:",leg,jeans
1907,"Q: Which is a rhyme of the word ""cut"", ""unimportant"" or ""but""?
A:",but,unimportant
1908,"Q: Which is a rhyme of the word ""switch"", ""somewhere"" or ""rich""?
A:",rich,somewhere
1909,"Q: Which is a rhyme of the word ""child"", ""mild"" or ""cover""?
A:",mild,cover
1910,"Q: Which is a rhyme of the word ""damn"", ""secretary"" or ""lamb""?
A:",lamb,secretary
1911,"Q: Which is a rhyme of the word ""ambition"", ""expedition"" or ""must""?
A:",expedition,must
1912,"Q: Which is a rhyme of the word ""biology"", ""farm"" or ""apology""?
A:",apology,farm
1913,"Q: Which is a rhyme of the word ""afternoon"", ""cartoon"" or ""ages""?
A:",cartoon,ages
1914,"Q: Which is a rhyme of the word ""beat"", ""sweet"" or ""generous""?
A:",sweet,generous
1915,"Q: Which is a rhyme of the word ""morning"", ""warning"" or ""politics""?
A:",warning,politics
1916,"Q: Which is a rhyme of the word ""crop"", ""frightened"" or ""stop""?
A:",stop,frightened
1917,"Q: Which is a rhyme of the word ""shave"", ""save"" or ""banking""?
A:",save,banking
1918,"Q: Which is a rhyme of the word ""better"", ""letter"" or ""small""?
A:",letter,small
1919,"Q: Which is a rhyme of the word ""bay"", ""dinner"" or ""pray""?
A:",pray,dinner
1920,"Q: Which is a rhyme of the word ""wine"", ""cancel"" or ""sign""?
A:",sign,cancel
1921,"Q: Which is a rhyme of the word ""key"", ""agree"" or ""countryside""?
A:",agree,countryside
1922,"Q: Which is a rhyme of the word ""fight"", ""invite"" or ""fresh""?
A:",invite,fresh
1923,"Q: Which is a rhyme of the word ""violin"", ""begin"" or ""honest""?
A:",begin,honest
1924,"Q: Which is a rhyme of the word ""bride"", ""divide"" or ""front""?
A:",divide,front
1925,"Q: Which is a rhyme of the word ""then"", ""pen"" or ""alike""?
A:",pen,alike
1926,"Q: Which is a rhyme of the word ""part"", ""start"" or ""gas""?
A:",start,gas
1927,"Q: Which is a rhyme of the word ""half"", ""unforgettable"" or ""staff""?
A:",staff,unforgettable
1928,"Q: Which is a rhyme of the word ""hotel"", ""sell"" or ""certificate""?
A:",sell,certificate
1929,"Q: Which is a rhyme of the word ""roast"", ""ghost"" or ""bay""?
A:",ghost,bay
1930,"Q: Which is a rhyme of the word ""lab"", ""grab"" or ""heavily""?
A:",grab,heavily
1931,"Q: Which is a rhyme of the word ""same"", ""game"" or ""male""?
A:",game,male
1932,"Q: Which is a rhyme of the word ""tea"", ""knee"" or ""dolphin""?
A:",knee,dolphin
1933,"Q: Which is a rhyme of the word ""lake"", ""pain"" or ""snake""?
A:",snake,pain
1934,"Q: Which is a rhyme of the word ""aloud"", ""vacation"" or ""crowd""?
A:",crowd,vacation
1935,"Q: Which is a rhyme of the word ""writing"", ""exciting"" or ""wooden""?
A:",exciting,wooden
1936,"Q: Which is a rhyme of the word ""rug"", ""mug"" or ""previous""?
A:",mug,previous
1937,"Q: Which is a rhyme of the word ""purse"", ""worse"" or ""train""?
A:",worse,train
1938,"Q: Which is a rhyme of the word ""unkind"", ""remind"" or ""sunglasses""?
A:",remind,sunglasses
1939,"Q: Which is a rhyme of the word ""answer"", ""scooter"" or ""dancer""?
A:",dancer,scooter
1940,"Q: Which is a rhyme of the word ""together"", ""climb"" or ""weather""?
A:",weather,climb
1941,"Q: Which is a rhyme of the word ""fool"", ""cool"" or ""thanks""?
A:",cool,thanks
1942,"Q: Which is a rhyme of the word ""hope"", ""hunger"" or ""soap""?
A:",soap,hunger
1943,"Q: Which is a rhyme of the word ""range"", ""frame"" or ""change""?
A:",change,frame
1944,"Q: Which is a rhyme of the word ""cage"", ""exact"" or ""page""?
A:",page,exact
1945,"Q: Which is a rhyme of the word ""same"", ""frame"" or ""farmer""?
A:",frame,farmer
1946,"Q: Which is a rhyme of the word ""put"", ""generous"" or ""foot""?
A:",foot,generous
1947,"Q: Which is a rhyme of the word ""rock"", ""ride"" or ""lock""?
A:",lock,ride
1948,"Q: Which is a rhyme of the word ""duck"", ""luck"" or ""historical""?
A:",luck,historical
1949,"Q: Which is a rhyme of the word ""protect"", ""scientific"" or ""incorrect""?
A:",incorrect,scientific
1950,"Q: Which is a rhyme of the word ""meet"", ""pedestrian"" or ""heat""?
A:",heat,pedestrian
1951,"Q: Which is a rhyme of the word ""shake"", ""kilogram"" or ""lake""?
A:",lake,kilogram
1952,"Q: Which is a rhyme of the word ""toast"", ""coast"" or ""jet""?
A:",coast,jet
1953,"Q: Which is a rhyme of the word ""move"", ""seller"" or ""improve""?
A:",improve,seller
1954,"Q: Which is a rhyme of the word ""duck"", ""truck"" or ""wide""?
A:",truck,wide
1955,"Q: Which is a rhyme of the word ""intend"", ""ride"" or ""defend""?
A:",defend,ride
1956,"Q: Which is a rhyme of the word ""promote"", ""racket"" or ""note""?
A:",note,racket
1957,"Q: Which is a rhyme of the word ""sort"", ""sport"" or ""party""?
A:",sport,party
1958,"Q: Which is a rhyme of the word ""cut"", ""cat"" or ""shut""?
A:",shut,cat
1959,"Q: Which is a rhyme of the word ""involve"", ""nowadays"" or ""solve""?
A:",solve,nowadays
1960,"Q: Which is a rhyme of the word ""rail"", ""male"" or ""banana""?
A:",male,banana
1961,"Q: Which is a rhyme of the word ""presentation"", ""animation"" or ""partly""?
A:",animation,partly
1962,"Q: Which is a rhyme of the word ""bride"", ""cafeteria"" or ""guide""?
A:",guide,cafeteria
1963,"Q: Which is a rhyme of the word ""harbor"", ""barber"" or ""realistic""?
A:",barber,realistic
1964,"Q: Which is a rhyme of the word ""creature"", ""teacher"" or ""cabin""?
A:",teacher,cabin
1965,"Q: Which is a rhyme of the word ""sea"", ""circus"" or ""tea""?
A:",tea,circus
1966,"Q: Which is a rhyme of the word ""sign"", ""mine"" or ""routine""?
A:",mine,routine
1967,"Q: Which is a rhyme of the word ""check"", ""deck"" or ""mouth""?
A:",deck,mouth
1968,"Q: Which is a rhyme of the word ""flute"", ""forever"" or ""suit""?
A:",suit,forever
1969,"Q: Which is a rhyme of the word ""cheek"", ""antique"" or ""not""?
A:",antique,not
1970,"Q: Which is a rhyme of the word ""tram"", ""hall"" or ""lamb""?
A:",lamb,hall
1971,"Q: Which is a rhyme of the word ""dressed"", ""guest"" or ""bay""?
A:",guest,bay
1972,"Q: Which is a rhyme of the word ""nearly"", ""cap"" or ""clearly""?
A:",clearly,cap
1973,"Q: Which is a rhyme of the word ""since"", ""spy"" or ""prince""?
A:",prince,spy
1974,"Q: Which is a rhyme of the word ""kite"", ""shave"" or ""height""?
A:",height,shave
1975,"Q: Which is a rhyme of the word ""king"", ""president"" or ""wing""?
A:",wing,president
1976,"Q: Which is a rhyme of the word ""loan"", ""stone"" or ""animal""?
A:",stone,animal
1977,"Q: Which is a rhyme of the word ""sneaker"", ""shy"" or ""speaker""?
A:",speaker,shy
1978,"Q: Which is a rhyme of the word ""sleeve"", ""track"" or ""achieve""?
A:",achieve,track
1979,"Q: Which is a rhyme of the word ""connect"", ""inform"" or ""expect""?
A:",expect,inform
1980,"Q: Which is a rhyme of the word ""dig"", ""gray"" or ""big""?
A:",big,gray
1981,"Q: Which is a rhyme of the word ""speak"", ""doll"" or ""technique""?
A:",technique,doll
1982,"Q: Which is a rhyme of the word ""south"", ""mouth"" or ""ahead""?
A:",mouth,ahead
1983,"Q: Which is a rhyme of the word ""hug"", ""last"" or ""bug""?
A:",bug,last
1984,"Q: Which is a rhyme of the word ""prince"", ""convince"" or ""plus""?
A:",convince,plus
1985,"Q: Which is a rhyme of the word ""sock"", ""lock"" or ""spectacular""?
A:",lock,spectacular
1986,"Q: Which is a rhyme of the word ""coin"", ""barbershop"" or ""join""?
A:",join,barbershop
1987,"Q: Which is a rhyme of the word ""plate"", ""create"" or ""strict""?
A:",create,strict
1988,"Q: Which is a rhyme of the word ""lake"", ""cake"" or ""barbecued""?
A:",cake,barbecued
1989,"Q: Which is a rhyme of the word ""spare"", ""fair"" or ""uncle""?
A:",fair,uncle
1990,"Q: Which is a rhyme of the word ""install"", ""pie"" or ""small""?
A:",small,pie
1991,"Q: Which is a rhyme of the word ""half"", ""mark"" or ""giraffe""?
A:",giraffe,mark
1992,"Q: Which is a rhyme of the word ""kit"", ""hit"" or ""mistake""?
A:",hit,mistake
1993,"Q: Which is a rhyme of the word ""deep"", ""steep"" or ""special""?
A:",steep,special
1994,"Q: Which is a rhyme of the word ""fry"", ""ocean"" or ""bye""?
A:",bye,ocean
1995,"Q: Which is a rhyme of the word ""altogether"", ""writer"" or ""weather""?
A:",weather,writer
1996,"Q: Which is a rhyme of the word ""bright"", ""overnight"" or ""professional""?
A:",overnight,professional
