question_id,perturbation_id,prompt,correct_answer,distractor,correct
1695,228,"Write a program that determines which of the two provided words comes first alphabetically. You can assume that both words are in lowercase and contain only alphabetical characters.
Word 1: ""example""
Word 2: ""hand""
Output:",example,hand,1.0
1707,2,"Q: Of the words ""fire"" and ""practice"", which word comes first alphabetically?
A:",fire,practice,1.0
1707,8,"Rewritten prompt: ""Which word between ""practice"" and ""fire"" appears first when arranged in alphabetical order?""",fire,practice,0.0
1707,24,"Which word, ""fire"" or ""practice"", is first in alphabetical order?",fire,practice,0.0
1707,31,"What is the alphabetical order of the words ""practice"" and ""fire""?",fire,practice,0.0
1707,54,"Which of the words ""practice"" and ""fire"" comes first alphabetically?",fire,practice,0.0
1707,59,"Which word would come first if you sorted ""practice"" and ""fire"" in alphabetical order?",fire,practice,0.0
1707,62,"Which word comes first alphabetically, ""fire"" or ""practice""?",fire,practice,0.35
1707,70,"Which of the words ""practice"" and ""fire"" is the first one when arranged in alphabetical order?",fire,practice,0.0
1707,71,"Given the words ""fire"" and ""practice"", which comes first alphabetically?",fire,practice,0.0
1707,87,"Consider the words ""practice"" and ""fire"". Which one appears first if we arrange them alphabetically?",fire,practice,0.0
1707,93,"Out of ""practice"" and ""fire"", which comes first when arranged in alphabetical order?",fire,practice,0.0
1707,132,"If we were to arrange ""fire"" and ""practice"" in alphabetical order, which one would come first?",fire,practice,0.4
1707,133,"To put ""fire"" and ""practice"" in order, which one comes first alphabetically?",fire,practice,0.05
1707,141,"Identify the word that comes first alphabetically between ""fire"" and ""practice"".",fire,practice,0.0
1707,177,"Please determine which word comes first alphabetically out of the two given words.
Word 1: ""fire""
Word 2: ""practice""
Output:",fire,practice,1.0
1707,183,"Please determine the alphabetical order of two given words.
Word 1: ""practice""
Word 2: ""fire""
The alphabetical order of the given words is:",fire,practice,0.0
1707,199,"Compare two words and determine which one precedes the other in alphabetical order.
Word 1: ""fire""
Word 2: ""practice""
Output:",fire,practice,0.0
1707,201,"Which comes first, ""practice"" or ""fire""?
Output:",fire,practice,0.0
1707,202,"Write a program that determines which of two given words comes first in alphabetical order. Your program should take two words as input and output the word that comes first in alphabetical order.
Word 1: ""practice""
Word 2: ""fire""
Output word:",fire,practice,0.0
1707,209,"Given two words, determine which one comes earlier in alphabetical order.
Word 1: ""fire""
Word 2: ""practice""
Output:",fire,practice,0.05
1711,12,"Which word appears first in alphabetical order, ""surprised"" or ""inside""?",inside,surprised,1.0
1711,19,"Which of the two words ""surprised"" and ""inside"" appears first in alphabetical order?",inside,surprised,1.0
1711,35,"Prompt GPT-3 to determine the alphabetical order of two words, ""inside"" and ""surprised"".",inside,surprised,1.0
1711,47,"Which word, ""surprised"" or ""inside"", comes first in alphabetical order?",inside,surprised,1.0
1711,57,"Arrange ""surprised"" and ""inside"" in alphabetical order and tell me which one comes first.",inside,surprised,1.0
1711,67,"Of ""inside"" and ""surprised"", which one comes first in alphabetical order?",inside,surprised,1.0
1711,72,"Arrange ""surprised"" and ""inside"" in alphabetical order. Which comes first?",inside,surprised,0.15
1711,88,"Sort ""inside"" and ""surprised"" in alphabetical order, and tell me which one comes first?",inside,surprised,1.0
1711,105,"Please indicate which of the words ""inside"" and ""surprised"" appears first in alphabetical order.",inside,surprised,1.0
1711,132,"If we were to arrange ""surprised"" and ""inside"" in alphabetical order, which one would come first?",inside,surprised,1.0
1711,137,"Which word comes first alphabetically, ""inside"" or ""surprised""?",inside,surprised,0.05
1711,150,Which of the words 'surprised' and 'inside' comes first in alphabetical order?,inside,surprised,1.0
1711,161,"Which word is alphabetically superior, ""surprised"" or ""inside""?",inside,surprised,0.0
1711,185,"Determine the alphabetical order of two given words and identify which one comes first. Please provide the two words separated by a comma.
Words: ""surprised"", ""inside""
Output:",inside,surprised,1.0
1711,186,"Given two words, determine their alphabetical order and identify which one comes first.
Word 1: ""inside""
Word 2: ""surprised""
Output:",inside,surprised,1.0
1711,189,"Given two words, determine which one comes first alphabetically.
Word 1: ""inside""
Word 2: ""surprised""
Output:",inside,surprised,1.0
1711,195,"Given two words, determine which comes first alphabetically.
Word 1: ""inside""
Word 2: ""surprised""
Output:",inside,surprised,1.0
1711,206,"Please provide the word that comes first alphabetically out of two given words.
Word 1: ""inside""
Word 2: ""surprised""
Output word:",inside,surprised,1.0
1711,210,"Write a program that determines the alphabetical order of two given words. Your program should output the words in alphabetical order.
Word 1: ""inside""
Word 2: ""surprised""
Output: The words in alphabetical order are:",inside,surprised,1.0
1711,213,"Write a sentence that compares two words and determines which one comes first in alphabetical order.
Compare the words ""surprised"" and ""inside"".
Sentence:",inside,surprised,1.0
1726,23,"Which of the two words ""fly"" and ""next"" is listed first alphabetically?",fly,next,1.0
1726,26,"Which of the two words, ""next"" and ""fly"", comes first in alphabetical order?",fly,next,0.8
1726,34,"Please determine which of the two words, ""fly"" and ""next"", appears first in alphabetical order.",fly,next,1.0
1726,68,"Arrange the words ""fly"" and ""next"" in alphabetical order, then tell which one comes first.",fly,next,1.0
1726,85,"Compare the words ""next"" and ""fly"" and identify which one appears earlier in alphabetical order.",fly,next,0.1
1726,101,"Which of the words ""next"" and ""fly"" is alphabetically first?",fly,next,0.0
1726,106,"Which word comes first in alphabetical order, ""fly"" or ""next""?",fly,next,1.0
1726,122,"Which of the words ""fly"" and ""next"" comes first in alphabetical order?",fly,next,1.0
1726,141,"Identify the word that comes first alphabetically between ""next"" and ""fly"".",fly,next,0.1
1726,144,"Which of the words, ""next"" and ""fly"", is listed first in alphabetical order?",fly,next,0.0
1726,147,"Please determine which of the words ""next"" and ""fly"" comes first in alphabetical order.",fly,next,0.55
1726,155,"Between ""next"" and ""fly"", which word comes first alphabetically?",fly,next,0.0
1726,182,"Determine which of two given words comes earlier in alphabetical order.
Word 1: ""next""
Word 2: ""fly""
Output:",fly,next,0.95
1726,185,"Determine the alphabetical order of two given words and identify which one comes first. Please provide the two words separated by a comma.
Words: ""fly"", ""next""
Output:",fly,next,1.0
1726,192,"Given two words, determine which one comes first in alphabetical order.
Word 1: ""next""
Word 2: ""fly""
Output word:",fly,next,1.0
1726,196,"Please compare the two words alphabetically and determine which one comes first.
Word 1: ""next""
Word 2: ""fly""
Output:",fly,next,0.35
1726,197,"Compare the alphabetical order of two words and determine which one comes first. The two words are represented by placeholders ""fly"" and ""next"".
Which comes first alphabetically, ""fly"" or ""next""?
Output:",fly,next,1.0
1726,210,"Write a program that determines the alphabetical order of two given words. Your program should output the words in alphabetical order.
Word 1: ""next""
Word 2: ""fly""
Output: The words in alphabetical order are:",fly,next,0.0
1726,211,"Write a sentence that compares two words and indicates which one comes first in the alphabet.
Word 1: ""next""
Word 2: ""fly""
Sentence:",fly,next,0.05
1726,225,"Write a program that determines which of two given words comes first alphabetically. Your program should take two strings as input and output the string that comes first alphabetically.
Word 1: ""fly""
Word 2: ""next""
Output word:",fly,next,1.0
1733,5,"Which word between ""right"" and ""painter"" appears first in alphabetical order?",painter,right,0.0
1733,9,"Which word comes first in alphabetical order between ""painter"" and ""right""?",painter,right,0.55
1733,13,"Which word appears first in alphabetical order between ""right"" and ""painter""?",painter,right,0.85
1733,18,"Which word is listed first in alphabetical order - ""painter"" or ""right""?",painter,right,1.0
1733,21,"Which of the two words, ""right"" and ""painter"", is the first in alphabetical order?",painter,right,1.0
1733,68,"Arrange the words ""painter"" and ""right"" in alphabetical order, then tell which one comes first.",painter,right,1.0
1733,73,"Between ""painter"" and ""right"", which word appears first when listed alphabetically?",painter,right,1.0
1733,80,"For which word comes first when ordered alphabetically out of ""right"" and ""painter"", which could it be?",painter,right,1.0
1733,87,"Consider the words ""painter"" and ""right"". Which one appears first if we arrange them alphabetically?",painter,right,1.0
1733,98,"Consider ""right"" and ""painter"": which one comes first alphabetically?",painter,right,1.0
1733,100,"Please provide the word that comes first alphabetically between ""painter"" and ""right"".",painter,right,1.0
1733,131,"Which one of ""painter"" and ""right"" comes first if we sort them alphabetically?",painter,right,0.75
1733,156,"Which word precedes the other in alphabetical order, ""right"" or ""painter""?",painter,right,0.0
1733,170,"Which word is the first in alphabetical order, ""right"" or ""painter""?",painter,right,0.0
1733,183,"Please determine the alphabetical order of two given words.
Word 1: ""right""
Word 2: ""painter""
The alphabetical order of the given words is:",painter,right,0.0
1733,186,"Given two words, determine their alphabetical order and identify which one comes first.
Word 1: ""painter""
Word 2: ""right""
Output:",painter,right,1.0
1733,194,"Please determine which of the two given words comes first alphabetically.
Word 1: ""painter""
Word 2: ""right""
Output:",painter,right,1.0
1733,195,"Given two words, determine which comes first alphabetically.
Word 1: ""painter""
Word 2: ""right""
Output:",painter,right,0.9
1733,199,"Compare two words and determine which one precedes the other in alphabetical order.
Word 1: ""right""
Word 2: ""painter""
Output:",painter,right,1.0
1733,228,"Write a program that determines which of the two provided words comes first alphabetically. You can assume that both words are in lowercase and contain only alphabetical characters.
Word 1: ""painter""
Word 2: ""right""
Output:",painter,right,1.0
1737,3,"Which word comes first in alphabetical order: ""neck"" or ""further""?",further,neck,0.2
1737,10,"Which of the words ""neck"" and ""further"" precedes the other in alphabetical order?",further,neck,1.0
1737,15,"Which of the two given words, ""neck"" or ""further"", appears first in alphabetical order?",further,neck,0.0
1737,42,"Which of the following words, ""neck"" or ""further"", comes first in alphabetical order?",further,neck,0.0
1737,45,"Which of the two words, ""neck"" and ""further"", appears first in alphabetical order?",further,neck,0.0
1737,58,"If you were to sort ""neck"" and ""further"" alphabetically, which one would come first?",further,neck,0.0
1737,94,"Which of the words ""further"" and ""neck"" occurs first in alphabetical order?",further,neck,1.0
1737,96,"If we arrange ""further"" and ""neck"" in alphabetical order, which one would come first?",further,neck,1.0
1737,100,"Please provide the word that comes first alphabetically between ""neck"" and ""further"".",further,neck,0.4
1737,103,"Please indicate the word that comes first in alphabetical order between ""neck"" and ""further"".",further,neck,0.0
1737,112,"Of the words ""further"" and ""neck"", which word comes first in alphabetical order? Please use your refined vocabulary to provide your answer.",further,neck,1.0
1737,127,"Which word comes first in alphabetical order, ""neck"" or ""further""?",further,neck,0.0
1737,147,"Please determine which of the words ""further"" and ""neck"" comes first in alphabetical order.",further,neck,1.0
1737,154,"Which word is first in alphabetical order, ""neck"" or ""further""?",further,neck,0.25
1737,156,"Which word precedes the other in alphabetical order, ""neck"" or ""further""?",further,neck,1.0
1737,165,"Which word comes first in the alphabet, ""neck"" or ""further""?",further,neck,0.2
1737,170,"Which word is the first in alphabetical order, ""further"" or ""neck""?",further,neck,0.0
1737,196,"Please compare the two words alphabetically and determine which one comes first.
Word 1: ""further""
Word 2: ""neck""
Output:",further,neck,1.0
1737,213,"Write a sentence that compares two words and determines which one comes first in alphabetical order.
Compare the words ""further"" and ""neck"".
Sentence:",further,neck,1.0
1737,225,"Write a program that determines which of two given words comes first alphabetically. Your program should take two strings as input and output the string that comes first alphabetically.
Word 1: ""neck""
Word 2: ""further""
Output word:",further,neck,1.0
1741,4,"Which word comes first in alphabetical order, ""put"" or ""chicken""?",chicken,put,0.0
1741,12,"Which word appears first in alphabetical order, ""put"" or ""chicken""?",chicken,put,0.6
1741,15,"Which of the two given words, ""chicken"" or ""put"", appears first in alphabetical order?",chicken,put,1.0
1741,34,"Please determine which of the two words, ""chicken"" and ""put"", appears first in alphabetical order.",chicken,put,0.0
1741,36,"Please provide the alphabetical order of the words ""chicken"" and ""put"" and indicate which word comes first.",chicken,put,0.0
1741,46,"Which of the two words ""chicken"" and ""put"" comes first in alphabetical order?",chicken,put,0.05
1741,67,"Of ""put"" and ""chicken"", which one comes first in alphabetical order?",chicken,put,0.15
1741,81,"""chicken"" and ""put"" are the words being compared, please compare to determine the first alphabetically.",chicken,put,0.75
1741,92,"Which one precedes the other in alphabetical order: ""chicken"" or ""put""?",chicken,put,0.0
1741,110,"Please determine which of the words ""chicken"" and ""put"" comes first in alphabetical order using your rich and sophisticated vocabulary.",chicken,put,0.25
1741,111,"Which word comes first alphabetically, ""put"" or ""chicken""? Please provide your answer using your extensive lexicon.",chicken,put,0.8
1741,125,"Which word comes first alphabetically, ""chicken"" or ""put""?",chicken,put,0.0
1741,127,"Which word comes first in alphabetical order, ""put"" or ""chicken""?",chicken,put,0.0
1741,128,"Which word comes before the other, ""put"" or ""chicken"", in alphabetical order?",chicken,put,0.75
1741,134,"Please determine which of the following words comes first alphabetically: ""put"" or ""chicken"".",chicken,put,0.35
1741,146,"Please determine the alphabetical order of the words ""chicken"" and ""put"", and identify which one comes first.",chicken,put,1.0
1741,181,"Please determine which of the two given words comes earlier in alphabetical order.
Word 1: ""put""
Word 2: ""chicken""
Output:",chicken,put,0.0
1741,210,"Write a program that determines the alphabetical order of two given words. Your program should output the words in alphabetical order.
Word 1: ""put""
Word 2: ""chicken""
Output: The words in alphabetical order are:",chicken,put,0.0
1741,217,"Write a program that determines which of two given words comes first alphabetically. Your program should take two words as input and output the word that comes first.
Word 1: ""put""
Word 2: ""chicken""
Output:",chicken,put,0.0
1741,218,"Write a program that compares two words and returns the one that comes first when sorted alphabetically. Your program should take two words as input and output the word that comes first.
Word 1: ""chicken""
Word 2: ""put""
Output word:",chicken,put,1.0
1742,2,"Q: Of the words ""worse"" and ""lose"", which word comes first alphabetically?
A:",lose,worse,0.0
1742,36,"Please provide the alphabetical order of the words ""worse"" and ""lose"" and indicate which word comes first.",lose,worse,1.0
1742,53,"Which word comes first in alphabetical order, ""worse"" or ""lose""?",lose,worse,0.05
1742,58,"If you were to sort ""lose"" and ""worse"" alphabetically, which one would come first?",lose,worse,1.0
1742,60,"Determine which of the words ""worse"" and ""lose"" comes first when arranged in alphabetical order.",lose,worse,1.0
1742,79,"Which word is first in alphabetical order - ""lose"" or ""worse""?",lose,worse,0.2
1742,95,"Which of ""lose"" and ""worse"" precedes the other when the words are arranged alphabetically?",lose,worse,1.0
1742,129,"Which of the words ""worse"" and ""lose"" is alphabetically first?",lose,worse,1.0
1742,131,"Which one of ""lose"" and ""worse"" comes first if we sort them alphabetically?",lose,worse,0.95
1742,135,"Which of the words ""worse"" and ""lose"" is first alphabetically?",lose,worse,1.0
1742,139,"Please determine which of the words, ""worse"" and ""lose"", comes first in alphabetical order.",lose,worse,0.5
1742,147,"Please determine which of the words ""lose"" and ""worse"" comes first in alphabetical order.",lose,worse,1.0
1742,149,"According to alphabetical order, which word comes first between 'worse' and 'lose'?",lose,worse,1.0
1742,160,"Which word is the first one alphabetically, ""worse"" or ""lose""?",lose,worse,0.0
1742,170,"Which word is the first in alphabetical order, ""worse"" or ""lose""?",lose,worse,0.0
1742,184,"Please determine the alphabetical order of two given words.
Word 1: ""worse""
Word 2: ""lose""
The alphabetical order is:",lose,worse,1.0
1742,189,"Given two words, determine which one comes first alphabetically.
Word 1: ""lose""
Word 2: ""worse""
Output:",lose,worse,1.0
1742,214,"Write a program that determines which of two given words comes first when ordering them alphabetically. Your program should compare the first letter and proceed through the word until a difference is found, or one word is completely alphabetically before the other. 
Word 1: ""worse""
Word 2: ""lose""
Output:",lose,worse,1.0
1742,218,"Write a program that compares two words and returns the one that comes first when sorted alphabetically. Your program should take two words as input and output the word that comes first.
Word 1: ""lose""
Word 2: ""worse""
Output word:",lose,worse,1.0
1742,220,"Write a program that compares two words and outputs which one comes first in alphabetical order. Your program should take two words as input and output the word that comes first.
Word 1: ""worse""
Word 2: ""lose""
Output word:",lose,worse,1.0
1746,1,"Q: In an alphabetical order, which word comes first, ""well"" or ""still""?
A:",still,well,0.0
1746,13,"Which word appears first in alphabetical order between ""still"" and ""well""?",still,well,1.0
1746,27,"Arrange the words ""well"" and ""still"" in alphabetical order and indicate which one comes first.",still,well,0.0
1746,58,"If you were to sort ""well"" and ""still"" alphabetically, which one would come first?",still,well,0.5
1746,62,"Which word comes first alphabetically, ""still"" or ""well""?",still,well,0.2
1746,66,"Of the words ""well"" and ""still"", which comes first alphabetically?",still,well,1.0
1746,70,"Which of the words ""still"" and ""well"" is the first one when arranged in alphabetical order?",still,well,1.0
1746,81,"""still"" and ""well"" are the words being compared, please compare to determine the first alphabetically.",still,well,1.0
1746,93,"Out of ""still"" and ""well"", which comes first when arranged in alphabetical order?",still,well,0.0
1746,98,"Consider ""still"" and ""well"": which one comes first alphabetically?",still,well,0.6
1746,102,"In the alphabetical order, which word precedes the other between ""well"" and ""still""?",still,well,1.0
1746,108,"Please specify which of the words ""still"" and ""well"" appears first in alphabetical order.",still,well,1.0
1746,109,"Which of the words ""well"" and ""still"" comes first alphabetically?",still,well,1.0
1746,128,"Which word comes before the other, ""still"" or ""well"", in alphabetical order?",still,well,0.1
1746,132,"If we were to arrange ""well"" and ""still"" in alphabetical order, which one would come first?",still,well,1.0
1746,153,"Which of the words ""well"" and ""still"" is alphabetically first?",still,well,0.0
1746,172,"Please determine which of the following two words comes first in alphabetical order: ""well"" or ""still"".
The word that comes first in alphabetical order is:",still,well,1.0
1746,173,"Please determine which word comes first in alphabetical order between the two given words.
Word 1: ""still""
Word 2: ""well""
Output:",still,well,1.0
1746,215,"Write a program that compares two words and determines which one comes first when ordering them alphabetically.
word1: ""still""
word2: ""well""
Output:",still,well,1.0
1746,218,"Write a program that compares two words and returns the one that comes first when sorted alphabetically. Your program should take two words as input and output the word that comes first.
Word 1: ""well""
Word 2: ""still""
Output word:",still,well,1.0
1747,13,"Which word appears first in alphabetical order between ""guy"" and ""occupation""?",guy,occupation,0.0
1747,19,"Which of the two words ""guy"" and ""occupation"" appears first in alphabetical order?",guy,occupation,1.0
1747,21,"Which of the two words, ""guy"" and ""occupation"", is the first in alphabetical order?",guy,occupation,1.0
1747,28,"Please provide the alphabetical order of ""occupation"" and ""guy"" and indicate which word comes first.",guy,occupation,0.0
1747,51,"Which of the words ""occupation"" and ""guy"" comes first in alphabetical order?",guy,occupation,1.0
1747,92,"Which one precedes the other in alphabetical order: ""occupation"" or ""guy""?",guy,occupation,0.65
1747,97,"Between ""occupation"" and ""guy"", which word is the first one when the words are sorted alphabetically?",guy,occupation,1.0
1747,112,"Of the words ""occupation"" and ""guy"", which word comes first in alphabetical order? Please use your refined vocabulary to provide your answer.",guy,occupation,0.0
1747,116,"Please determine which of the two words, ""occupation"" and ""guy"", is alphabetically first.",guy,occupation,0.45
1747,122,"Which of the words ""occupation"" and ""guy"" comes first in alphabetical order?",guy,occupation,0.6
1747,141,"Identify the word that comes first alphabetically between ""occupation"" and ""guy"".",guy,occupation,0.0
1747,164,"Which word is alphabetically first, ""occupation"" or ""guy""?",guy,occupation,1.0
1747,183,"Please determine the alphabetical order of two given words.
Word 1: ""guy""
Word 2: ""occupation""
The alphabetical order of the given words is:",guy,occupation,1.0
1747,184,"Please determine the alphabetical order of two given words.
Word 1: ""occupation""
Word 2: ""guy""
The alphabetical order is:",guy,occupation,0.0
1747,201,"Which comes first, ""occupation"" or ""guy""?
Output:",guy,occupation,0.0
1747,202,"Write a program that determines which of two given words comes first in alphabetical order. Your program should take two words as input and output the word that comes first in alphabetical order.
Word 1: ""occupation""
Word 2: ""guy""
Output word:",guy,occupation,1.0
1747,204,"Given two words, determine which one comes first alphabetically.
Word 1: ""occupation""
Word 2: ""guy""
Output word:",guy,occupation,1.0
1747,210,"Write a program that determines the alphabetical order of two given words. Your program should output the words in alphabetical order.
Word 1: ""occupation""
Word 2: ""guy""
Output: The words in alphabetical order are:",guy,occupation,0.0
1747,214,"Write a program that determines which of two given words comes first when ordering them alphabetically. Your program should compare the first letter and proceed through the word until a difference is found, or one word is completely alphabetically before the other. 
Word 1: ""occupation""
Word 2: ""guy""
Output:",guy,occupation,1.0
1747,231,"Write a program that compares two words and determines which one comes first in alphabetical order.
Word 1: ""guy""
Word 2: ""occupation""
Output:",guy,occupation,0.7
1749,10,"Which of the words ""restaurant"" and ""pass"" precedes the other in alphabetical order?",pass,restaurant,0.65
1749,33,Arrange the words 'restaurant' and 'pass' in alphabetical order and provide the word that comes first.,pass,restaurant,0.85
1749,42,"Which of the following words, ""pass"" or ""restaurant"", comes first in alphabetical order?",pass,restaurant,0.95
1749,43,"Which of the two words, ""pass"" and ""restaurant"", comes first when arranged in alphabetical order?",pass,restaurant,1.0
1749,56,"Which of the words ""pass"" and ""restaurant"" would appear first if sorted alphabetically?",pass,restaurant,0.95
1749,57,"Arrange ""pass"" and ""restaurant"" in alphabetical order and tell me which one comes first.",pass,restaurant,0.55
1749,58,"If you were to sort ""restaurant"" and ""pass"" alphabetically, which one would come first?",pass,restaurant,1.0
1749,63,"Determine which of the words ""pass"" and ""restaurant"" comes first in alphabetical order.",pass,restaurant,1.0
1749,106,"Which word comes first in alphabetical order, ""restaurant"" or ""pass""?",pass,restaurant,0.05
1749,126,"Which word comes first alphabetically between ""pass"" and ""restaurant""?",pass,restaurant,1.0
1749,136,"Please compare the words ""restaurant"" and ""pass"" and tell me which one comes first alphabetically.",pass,restaurant,0.0
1749,144,"Which of the words, ""restaurant"" and ""pass"", is listed first in alphabetical order?",pass,restaurant,0.9
1749,165,"Which word comes first in the alphabet, ""pass"" or ""restaurant""?",pass,restaurant,0.85
1749,193,"Please write a program that takes two words as input and determines which one comes first in alphabetical order.
Word 1: ""restaurant""
Word 2: ""pass""
Output:",pass,restaurant,0.0
1749,199,"Compare two words and determine which one precedes the other in alphabetical order.
Word 1: ""pass""
Word 2: ""restaurant""
Output:",pass,restaurant,0.05
1749,202,"Write a program that determines which of two given words comes first in alphabetical order. Your program should take two words as input and output the word that comes first in alphabetical order.
Word 1: ""pass""
Word 2: ""restaurant""
Output word:",pass,restaurant,1.0
1749,203,"Write a sentence that includes two words and ask GPT-3 to determine which word comes first in alphabetical order.
Words: ""restaurant"" and ""pass""
Output:",pass,restaurant,0.0
1749,210,"Write a program that determines the alphabetical order of two given words. Your program should output the words in alphabetical order.
Word 1: ""restaurant""
Word 2: ""pass""
Output: The words in alphabetical order are:",pass,restaurant,1.0
1749,220,"Write a program that compares two words and outputs which one comes first in alphabetical order. Your program should take two words as input and output the word that comes first.
Word 1: ""pass""
Word 2: ""restaurant""
Output word:",pass,restaurant,1.0
1749,221,"Write a program that compares two words and determines which one comes first in alphabetical order. Your program should return the word that comes first.
Word 1: ""restaurant""
Word 2: ""pass""
Output word:",pass,restaurant,1.0
1753,17,"Which word comes first alphabetically, ""highway"" or ""dog""?",dog,highway,0.0
1753,31,"What is the alphabetical order of the words ""highway"" and ""dog""?",dog,highway,1.0
1753,33,Arrange the words 'highway' and 'dog' in alphabetical order and provide the word that comes first.,dog,highway,0.0
1753,54,"Which of the words ""dog"" and ""highway"" comes first alphabetically?",dog,highway,0.0
1753,59,"Which word would come first if you sorted ""highway"" and ""dog"" in alphabetical order?",dog,highway,1.0
1753,64,"Of the words ""dog"" and ""highway"", which one comes first alphabetically?",dog,highway,1.0
1753,79,"Which word is first in alphabetical order - ""dog"" or ""highway""?",dog,highway,1.0
1753,93,"Out of ""dog"" and ""highway"", which comes first when arranged in alphabetical order?",dog,highway,1.0
1753,98,"Consider ""highway"" and ""dog"": which one comes first alphabetically?",dog,highway,0.0
1753,102,"In the alphabetical order, which word precedes the other between ""dog"" and ""highway""?",dog,highway,1.0
1753,112,"Of the words ""highway"" and ""dog"", which word comes first in alphabetical order? Please use your refined vocabulary to provide your answer.",dog,highway,0.35
1753,130,"Determine which word comes first in alphabetical order between ""highway"" and ""dog""",dog,highway,1.0
1753,140,"Which of the words, ""highway"" and ""dog"", is alphabetically first?",dog,highway,0.1
1753,163,"Which of the words ""highway"" and ""dog"" comes first alphabetically?",dog,highway,0.2
1753,175,"Please determine which of the following two words comes first alphabetically.
Word 1: ""highway""
Word 2: ""dog""
Output:",dog,highway,1.0
1753,178,"Given two words, determine which word comes first alphabetically.
Word 1: ""highway""
Word 2: ""dog""
Output:",dog,highway,1.0
1753,190,"Please determine which of the two given words comes first in alphabetical order.
Word 1: ""dog""
Word 2: ""highway""
Output:",dog,highway,0.0
1753,209,"Given two words, determine which one comes earlier in alphabetical order.
Word 1: ""highway""
Word 2: ""dog""
Output:",dog,highway,0.0
1753,218,"Write a program that compares two words and returns the one that comes first when sorted alphabetically. Your program should take two words as input and output the word that comes first.
Word 1: ""highway""
Word 2: ""dog""
Output word:",dog,highway,1.0
1753,220,"Write a program that compares two words and outputs which one comes first in alphabetical order. Your program should take two words as input and output the word that comes first.
Word 1: ""highway""
Word 2: ""dog""
Output word:",dog,highway,1.0
1761,11,"Which word precedes the other in alphabetical order, ""fruit"" or ""barbecue""?",barbecue,fruit,0.0
1761,19,"Which of the two words ""barbecue"" and ""fruit"" appears first in alphabetical order?",barbecue,fruit,0.0
1761,28,"Please provide the alphabetical order of ""fruit"" and ""barbecue"" and indicate which word comes first.",barbecue,fruit,0.65
1761,39,"Provide the word that comes first in alphabetical order between ""fruit"" and ""barbecue"".",barbecue,fruit,0.0
1761,58,"If you were to sort ""fruit"" and ""barbecue"" alphabetically, which one would come first?",barbecue,fruit,0.3
1761,68,"Arrange the words ""barbecue"" and ""fruit"" in alphabetical order, then tell which one comes first.",barbecue,fruit,1.0
1761,79,"Which word is first in alphabetical order - ""barbecue"" or ""fruit""?",barbecue,fruit,0.0
1761,86,"Which word comes first in alphabetical order: ""fruit"" or ""barbecue""?",barbecue,fruit,0.0
1761,90,"Determine which word comes earlier in an alphabetical order: ""fruit"" or ""barbecue"".",barbecue,fruit,0.0
1761,100,"Please provide the word that comes first alphabetically between ""fruit"" and ""barbecue"".",barbecue,fruit,0.0
1761,105,"Please indicate which of the words ""fruit"" and ""barbecue"" appears first in alphabetical order.",barbecue,fruit,0.05
1761,125,"Which word comes first alphabetically, ""barbecue"" or ""fruit""?",barbecue,fruit,0.0
1761,149,"According to alphabetical order, which word comes first between 'fruit' and 'barbecue'?",barbecue,fruit,0.0
1761,158,"Which word would you find first if you looked it up in the dictionary, ""fruit"" or ""barbecue""?",barbecue,fruit,0.0
1761,184,"Please determine the alphabetical order of two given words.
Word 1: ""fruit""
Word 2: ""barbecue""
The alphabetical order is:",barbecue,fruit,1.0
1761,204,"Given two words, determine which one comes first alphabetically.
Word 1: ""barbecue""
Word 2: ""fruit""
Output word:",barbecue,fruit,1.0
1761,209,"Given two words, determine which one comes earlier in alphabetical order.
Word 1: ""fruit""
Word 2: ""barbecue""
Output:",barbecue,fruit,0.0
1761,214,"Write a program that determines which of two given words comes first when ordering them alphabetically. Your program should compare the first letter and proceed through the word until a difference is found, or one word is completely alphabetically before the other. 
Word 1: ""barbecue""
Word 2: ""fruit""
Output:",barbecue,fruit,1.0
1761,221,"Write a program that compares two words and determines which one comes first in alphabetical order. Your program should return the word that comes first.
Word 1: ""barbecue""
Word 2: ""fruit""
Output word:",barbecue,fruit,1.0
1761,233,"Write a program that compares two words and outputs which one comes first in alphabetical order.
Word 1: ""fruit""
Word 2: ""barbecue""
Output: The word that comes first in alphabetical order is",barbecue,fruit,0.0
1763,4,"Which word comes first in alphabetical order, ""club"" or ""singer""?",club,singer,0.0
1763,17,"Which word comes first alphabetically, ""singer"" or ""club""?",club,singer,0.3
1763,40,"What is the alphabetical order of ""club"" and ""singer""?",club,singer,0.85
1763,60,"Determine which of the words ""singer"" and ""club"" comes first when arranged in alphabetical order.",club,singer,1.0
1763,85,"Compare the words ""singer"" and ""club"" and identify which one appears earlier in alphabetical order.",club,singer,1.0
1763,94,"Which of the words ""club"" and ""singer"" occurs first in alphabetical order?",club,singer,1.0
1763,107,"Of the words ""singer"" and ""club"", which one comes first alphabetically?",club,singer,1.0
1763,118,"In alphabetical order, which word between ""club"" and ""singer"" appears first?",club,singer,1.0
1763,127,"Which word comes first in alphabetical order, ""club"" or ""singer""?",club,singer,0.0
1763,155,"Between ""singer"" and ""club"", which word comes first alphabetically?",club,singer,0.45
1763,161,"Which word is alphabetically superior, ""club"" or ""singer""?",club,singer,0.0
1763,162,"Which word comes first in alphabetical order, ""singer"" or ""club""?",club,singer,1.0
